question_id,question,qwen_rag_score,qwen_rag_label,gemma_rag_score,gemma_rag_label,qwen_norag_score,qwen_norag_label,gemma_norag_score,gemma_norag_label,best_pipeline,notes
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,0.95,correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,qwen_rag,"qwen_rag: The model-generated answer contains all required gold entities and mappings, with some minor differences in wording and metadata. The core information is accurate and complete. | gemma_rag: The model-generated answer contains all required gold entities and mappings, but omits the narrative preamble and includes extra metadata. | qwen_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the context of OEM Footprint or OEM Supply Chain companies in Georgia, but fails to provide a specific list of companies as requested. | gemma_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the need for OEM-specific data and mentions Georgia's efforts to attract EV manufacturing, but it fails to provide a specific list of companies classified as OEM Footprint or OEM Supply Chain."
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?",0.85,correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer contains most of the top Georgia companies based on employment size that supply both General Automotive and EV-specific components, but it lacks a few entities present in the gold answer (e.g., Fouts Brothers Fire Equipment, Arising Industries Inc.). The core entities, mappings, counts, and locations match the gold answer for the most part. | gemma_rag: The model-generated answer contains all required top entities and mappings, but lacks the exact employment counts and narrative framing of the gold answer. | qwen_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the need for major suppliers with a significant presence in Georgia's manufacturing sector, but fails to provide specific companies that meet the criteria. | gemma_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the types of companies involved in both traditional automotive and EV components, but fails to provide a specific list of top 10 Georgia companies as requested."
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?",0.95,correct,0.95,correct,0.0,incorrect,0.4,partially_correct,tie,"qwen_rag: The model-generated answer contains the same core entities and mappings as the gold answer, with a minor difference in formatting. The count of Georgia companies producing lithium-ion battery materials is also correct. | gemma_rag: The model-generated answer contains the same core entities and mappings as the gold answer, with a minor difference in formatting. The count of Georgia companies producing lithium-ion battery materials is also correct. | qwen_norag: The model-generated answer does not provide a specific number of Georgia companies producing lithium-ion battery materials, cells, or electrolytes, whereas the gold answer provides an exact count (5). The model's uncertainty and lack of specificity result in a score of 0.00. | gemma_norag: The model-generated answer is partly correct with some important missing pieces. It acknowledges the difficulty of providing an exact count and mentions recent investments in battery manufacturing, but it does not provide a specific number or list of companies as requested."
36,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?,0.0,incorrect,0.0,incorrect,0.4,partially_correct,0.0,incorrect,qwen_norag,"qwen_rag: The model-generated answer does not provide any information about the Tier 2/3 suppliers currently producing lightweight aluminum or composite materials and growing their EV-specific customer base, which is a direct contradiction to the human-validated gold answer. | gemma_rag: The model-generated answer does not provide any information about the Tier 2/3 suppliers in Georgia that produce lightweight aluminum or composite materials and are growing their EV-specific customer base, which is a direct contradiction to the human-validated gold answer. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It acknowledges the existence of Tier 2/3 suppliers in Georgia producing lightweight materials and expanding their customer base in the EV sector, but fails to provide specific names and details about their growth. | gemma_norag: The model-generated answer is off-topic and does not provide the required information about specific Tier 2/3 suppliers in Georgia producing lightweight aluminum or composite materials and growing their EV-specific customer base."
37,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.",0.85,correct,0.6,partially_correct,0.4,partially_correct,0.4,partially_correct,qwen_rag,"qwen_rag: The model-generated answer contains all required gold entities and mappings, but lacks the narrative preamble. The count of Georgia companies is also correct. | gemma_rag: The model-generated answer contains some of the required entities and mappings, but is incomplete and lacks accuracy in certain aspects. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the context of EV powertrain electronics growth and mentions relevant product signals, but it fails to provide a specific company name or count as requested in the gold answer. | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the need for a specific list of Georgia-based companies and their product catalogs, but fails to provide any actual company names or details matching the gold answer."
38,"Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector, indicating a massive workforce pool ready for a strategic pivot?",0.4,partially_correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,gemma_rag,"qwen_rag: The model-generated answer partially matches the gold answer by mentioning Textron Specialized Vehicles, but it lacks information about the other two companies (TCI Powder Coatings and Teklas USA) and does not provide a clear indication of their indirect relevance to the EV sector. | gemma_rag: The model-generated answer contains all required entities and mappings from the gold answer, but omits some details such as employment counts and roles. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the type of companies (traditional vehicle manufacturers or suppliers) but fails to provide specific company names and details, which are crucial for a complete answer. | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the type of companies (large automotive suppliers) that would fit the description, but fails to provide specific examples or exact counts as required by the gold answer."
39,"Which three Georgia companies have the largest employment in EV thermal management, and how many employees does each have?",0.4,partially_correct,0.85,correct,0.4,partially_correct,0.0,incorrect,gemma_rag,"qwen_rag: The model-generated answer is partly correct with important missing pieces. It correctly identifies Novelis Inc. as one of the companies, but fails to provide information about two other companies that meet the criteria specified in the question. | gemma_rag: The model-generated answer contains the top three Georgia companies with significant employment in EV thermal management: ZF Gainesville LLC, Voestalpine Automotive Body Parts Inc., and Novelis Inc. However, it incorrectly states that ZF Gainesville LLC has 170000 employees (gold answer says 17,500), and Voestalpine is not mentioned in the gold answer. The model-generated answer also includes extra metadata such as 'EV body, powertrain, and thermal components' which is not present in the gold answer. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the context of EV thermal management in Georgia but fails to provide specific company names and employment counts, which are crucial for a complete answer. | gemma_norag: The model-generated answer is off-topic and does not provide the required information about the three Georgia companies with the largest employment in EV thermal management."
40,"Which companies are involved in thermal-related products or services, and what roles and facility types are they associated with?",0.85,correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and includes extra harmless metadata. | gemma_rag: The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and includes extra harmless metadata. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It mentions the types of companies involved in thermal-related products or services, but it does not provide specific company names and roles as required by the question. | gemma_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies various types of companies involved in thermal-related products or services, but it fails to provide specific company names and their associated roles and facility types as requested."
41,Which Tier 1/2 Georgia companies listed under General Automotive suggest a gradual evolution toward EV-related products or markets?,0.85,correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer contains all required Tier 1/2 Georgia companies listed under General Automotive, but lacks the exact role descriptions and narrative framing present in the gold answer. | gemma_rag: The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and extra metadata. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the type of companies that might suggest a gradual evolution toward EV-related products or markets, but it does not provide any specific Tier 1/2 Georgia companies listed under General Automotive that match the gold answer. | gemma_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the Tier 1/2 Georgia companies listed under General Automotive, but fails to provide a specific list of companies that suggest a gradual evolution toward EV-related products or markets."
42,How is demand for thermal management solutions reflected in the number and employment size of Georgia Thermal Management suppliers?,0.85,correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer contains all required gold entities and mappings, but omits the narrative preamble and some details such as employment size. | gemma_rag: The model-generated answer contains all required entities and mappings from the gold answer, but lacks some narrative framing and includes extra metadata. The core information is correct and complete. | qwen_norag: partly correct with important missing pieces | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the relationship between demand for thermal management solutions and supplier numbers/employment sizes, but fails to provide specific data on Georgia Thermal Management suppliers as requested."
43,"Which Georgia companies are involved in battery recycling or second-life battery processing, reflecting the emerging circular economy trend?",0.95,correct,0.95,correct,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer contains the same core entities (F&P Georgia Manufacturing, Enplas USA Inc., EVCO Plastics) as the gold answer, with no significant omissions or errors in terms of factual alignment and completeness. | gemma_rag: The model-generated answer contains all required gold entities and mappings, with minor differences in wording and metadata. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It acknowledges the trend towards a circular economy and mentions companies involved in battery recycling, but fails to provide specific company names as requested. | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the emerging trend of circular economy and mentions potential types of companies involved in battery recycling or second-life processing. However, it fails to provide specific Georgia companies as requested, instead providing a general explanation."
44,"Which Georgia suppliers appear to play innovation-stage roles through research, development, or prototyping activity?",0.85,correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer is essentially correct with minor omissions. It correctly identifies Racemark International LLC as the innovation-stage company, but omits the narrative preamble and includes extra metadata such as tier, OEM, employment, location, and facility fields. | gemma_rag: The model-generated answer is essentially correct with minor omissions. It correctly identifies Racemark International LLC as the innovation-stage company, but lacks the narrative framing and some details present in the gold answer. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the concept of innovation-stage roles through research, development, or prototyping activity but fails to provide specific Georgia suppliers that match the gold answer. | gemma_norag: The model-generated answer partially identifies the characteristics of innovation-stage suppliers but fails to provide a specific list or count of Georgia companies, instead offering general descriptions and requirements for identifying such suppliers."
45,"Which Georgia suppliers currently serving traditional OEMs are also linked to EV-native OEMs, showing dual-platform supply capability?",0.4,partially_correct,0.85,correct,0.4,partially_correct,0.4,partially_correct,gemma_rag,"qwen_rag: The model-generated answer partially overlaps with the gold answer by mentioning IMS Gear Georgia Inc., but it lacks the crucial information about dual-platform supply capability and does not provide a complete list of suppliers as requested. | gemma_rag: The model-generated answer contains most of the required entities and mappings from the gold answer, but is missing a few details. It correctly identifies Hyundai Transys Georgia Powertrain as an example of dual-platform supply capability, and also mentions Novelis Inc. which is not in the gold answer. However, it does not provide the exact count of 5 suppliers or mention Rivian explicitly. | qwen_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the need for suppliers to have established relationships with both traditional OEMs and EV-native OEMs, but fails to provide specific examples of such suppliers in Georgia. | gemma_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the concept of dual-platform supply capability and its importance in the automotive industry, but fails to provide specific Georgia suppliers that exhibit this capability."
46,Identify Georgia areas that currently lack Battery Cell or Battery Pack suppliers but have existing Tier 1 general automotive infrastructure.,0.0,incorrect,0.0,incorrect,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer does not provide any information about Georgia areas that lack Battery Cell or Battery Pack suppliers but have existing Tier 1 general automotive infrastructure, which is the core requirement of the question. | gemma_rag: The model-generated answer does not provide any information about Georgia areas that lack Battery Cell or Battery Pack suppliers but have existing Tier 1 general automotive infrastructure, which is the core requirement of the question. | qwen_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the need for a comparison between battery suppliers and Tier 1 automotive supplier sites, but fails to provide an exact list of counties in Georgia that lack Battery Cell or Battery Pack suppliers but have existing Tier 1 general automotive infrastructure. | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the need for existing Tier 1 suppliers and the absence of battery cell/pack suppliers, but fails to provide a specific list of Georgia areas that meet these criteria."
47,"For a new Tier 1 battery thermal management company looking to locate in Georgia, which areas have the highest concentration of Materials-category suppliers that could support thermal management production?",0.0,incorrect,0.0,incorrect,0.0,incorrect,0.4,partially_correct,gemma_norag,"qwen_rag: The model-generated answer does not provide any information about the areas with the highest concentration of Materials-category suppliers in Georgia, which is a crucial piece of information for a new Tier 1 battery thermal management company looking to locate in the state. | gemma_rag: The model-generated answer does not provide any information about the areas with the highest concentration of Materials-category suppliers in Georgia, which is a crucial piece of information for a new Tier 1 battery thermal management company looking to locate in the state. | qwen_norag: The model-generated answer is off-topic and does not address the specific question about areas with the highest concentration of Materials-category suppliers in Georgia. | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the Atlanta metropolitan area and areas west of Atlanta along the I-20 corridor as potential locations for materials suppliers, but fails to provide specific information about the number of suppliers in Covington, Henry County, which is mentioned in the gold answer."
48,"How many Georgia areas have concentrated Manufacturing Plant facilities but no EV-specific production presence, indicating potential conversion-ready industrial sites?",0.0,incorrect,0.0,incorrect,0.0,incorrect,0.4,partially_correct,gemma_norag,"qwen_rag: The model-generated answer is a single number (187) which does not match the gold answer's detailed list of locations and counts. The core entities, mappings, counts, top items, or locations do not match the gold answer. | gemma_rag: The model-generated answer is a single number (187) which does not match the gold answer's detailed list of locations and counts. The core entities, mappings, counts, top items, or locations do not match the gold answer. | qwen_norag: The model-generated answer does not provide a specific count or list of Georgia areas with concentrated Manufacturing Plant facilities but no EV-specific production presence, indicating potential conversion-ready industrial sites. | gemma_norag: The model-generated answer is partly correct with some important missing pieces. It correctly identifies the need for a detailed inventory of manufacturing facilities and the importance of specific knowledge about EV production. However, it fails to provide an exact count or list of areas in Georgia that meet the specified criteria."
49,"For an international battery materials company seeking a Georgia location, which areas have existing chemical manufacturing infrastructure?",0.0,incorrect,0.85,correct,0.4,partially_correct,0.4,partially_correct,gemma_rag,"qwen_rag: The model-generated answer does not provide any information about areas with existing chemical manufacturing infrastructure in Georgia, which is the core requirement of the question. | gemma_rag: The model-generated answer contains all required gold entities and mappings, but omits the narrative preamble and includes extra metadata. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It mentions that areas in Georgia with existing chemical manufacturing infrastructure would likely include regions with a history of industrial development and support for manufacturing industries, but it does not provide specific locations as requested. | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the importance of areas near major metropolitan areas and interstate corridors in Georgia, but fails to provide specific locations matching the gold answer."
50,"Which Georgia areas have R&D facility types in the automotive sector, suggesting innovation infrastructure suitable for EV technology development centers?",0.95,correct,0.95,correct,0.4,partially_correct,0.4,partially_correct,tie,"qwen_rag: The model-generated answer is a concise and accurate list of the required information, matching the core entities, mappings, and counts in the gold answer. The only minor difference is the lack of narrative framing, but this does not affect the factual correctness. | gemma_rag: The model-generated answer is a concise and accurate list of the required information, matching the core entities, mappings, and counts in the gold answer. The only minor difference is the lack of narrative framing, but this does not affect the factual correctness. | qwen_norag: The model-generated answer is partly correct with important missing pieces. It mentions Atlanta and its surrounding counties as areas suitable for EV technology development centers, but it does not provide the exact location or company name mentioned in the gold answer (Gray, Jones County, Racemark International LLC). The model's general statement about major automotive companies' presence is a paraphrase of the gold answer, but it lacks specificity. | gemma_norag: The model-generated answer is partly correct with important missing pieces. It correctly identifies the importance of areas around Atlanta and universities like Georgia Tech for R&D facilities, but fails to provide specific locations or entities matching the gold answer."
