question_id,question,gold_answer,generated_answer,pipeline_name,judge_model,generation_output_path,label,accuracy_score,reason,evaluation_status,error_message,timestamp_utc
25,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms. Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 ACM Georgia LLC | Employment: 400 Dongwon Autopart Technology Georgia LLC | Employment: 315 FOX Factory | Employment: 345 AVS | Employment: 310 Flambeau Inc. | Employment: 700 Grudem | Employment: 807,"ACM Georgia LLC, Tier 2/3, General Automotive, Automotive floor mats made of purchased wire, Multiple OEMs
Dongwon Autopart Technology Georgia LLC, Tier 2/3, General Automotive, Aluminum extrusions, Multiple OEMs
Down 2 Earth Trailers, Tier 2/3, General Automotive, Standard and custom aluminum-lithium products for automotive customers, Multiple OEMs
FOX Factory, Tier 2/3, General Automotive, Chrome plated automotive parts, Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities (ACM Georgia LLC, Dongwon Autopart Technology Georgia LLC) but misses others (Arising Industries Inc., Dinex Emissions Inc.) and does not provide the exact count of 8 suppliers as stated in the gold answer.",success,,2026-04-06T04:29:43+00:00
26,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,There are 2 Georgia Tier 2/3 companies in Chemicals and Allied Products industry group. Archer Aviation Inc. | Product: Powder coatings for automotive and other industries Arising Industries Inc. | Product: Rubber powders for tires,"Arising Industries Inc., Tier 2/3, General Automotive, Automotive and aircraft tires, Multiple OEMs
Archer Aviation Inc., Tier 2/3, General Automotive, Powder coatings for automotive and other industries, Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains the correct companies (Arising Industries Inc. and Archer Aviation Inc.) but lacks their products, which are a crucial part of the gold answer.",success,,2026-04-06T04:29:47+00:00
27,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","There are 28 Supply Chain Roles in Georgia served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem Role: Advanced electrical architecture for EVs | Only company: Yamaha Motor Manufacturing Corp. Role: Body and chassis components for EV and ICE OEMs | Only company: Vanguard National Trailer Corp. Role: Charging Infrastructure | Only company: Morgan Corp. Role: EV and ICE component manufacturing | Only company: Vista Metals Corp. Role: EV and ICE powertrain and HVAC components | Only company: Voestalpine Automotive Body Parts Inc. Role: EV body, powertrain, and thermal components | Only company: ZF Gainesville LLC Role: EV electrical distribution and interior systems | Only company: Yachiyo Manufacturing of America LLC Role: EV sensors, braking, and control systems | Only company: YKK USA Inc. Role: EV thermal management and power electronics | Only company: ZF Gainesville LLC Role: EV thermal systems and electronics | Only company: ZF Gainesville LLC Role: EV wiring harnesses and power distribution | Only company: Woodbridge Foam Corp. Role: HV and LV wiring harnesses for EVs and ICE vehicles | Only company: WIKA USA Role: High‑voltage EV connectors and electronics | Only company: Woory Industrial Co. Role: Interior and exterior plastic parts | Only company: Wabash National Corp. Role: Interior trim and textile components | Only company: Wheelabrator Group Inc. Role: Machined components supporting EV and ICE vehicles | Only company: Trenton Pressing Inc. Role: OEM corporate and engineering footprint (electrification) | Only company: Tie Down Engineering Role: OEM corporate footprint and supplier integration | Only company: Trenton Pressing Role: OEM corporate footprint influencing EV strategy | Only company: TI Fluid Systems Role: OEM parent group footprint (EV + HD electrification) | Only company: TN Americas Holding Inc. Role: OEM parent group footprint (electric truck strategy) | Only company: Toyota Industries Group (TACG-TICA) Role: Plastic components for EV and ICE vehicles | Only company: Volvo Cars USA Role: Power Electronics | Only company: GSC Steel Stamping LLC Role: Power electronics, sensors, and EV systems | Only company: Yazaki North America Role: Stamped and welded assemblies for OEMs | Only company: Vernay Role: Stamped metal components for OEMs | Only company: Volvo Group North America Role: Tier 1 automotive components | Only company: Valeo Role: Vehicle safety systems OEM (EV + ICE) → Only company: TI Fluid Systems","Advanced electrical architecture for EVs | Yamaha Motor Manufacturing Corp.
Body and chassis components for EV and ICE OEMs | Vanguard National Trailer Corp.
Charging Infrastructure | Morgan Corp.
EV and ICE component manufacturing | Vista Metals Corp.
EV and ICE powertrain and HVAC components | Voestalpine Automotive Body Parts Inc.
EV body, powertrain, and thermal components | ZF Gainesville LLC
EV electrical distribution and interior systems | Yachiyo Manufacturing of America LLC
EV sensors, braking, and control systems | YKK USA Inc.
EV thermal management and power electronics | ZF Gainesville LLC
EV thermal systems and electronics | ZF Gainesville LLC
EV wiring harnesses and power distribution | Woodbridge Foam Corp.
High‑voltage EV connectors and electronics | Woory Industrial Co.
HV and LV wiring harnesses for EVs and ICE vehicles | WIKA USA
Interior and exterior plastic parts | Wabash National Corp.
Interior trim and textile components | Wheelabrator Group Inc.
Machined components supporting EV and ICE vehicles | Trenton Pressing Inc.
OEM corporate and engineering footprint (electrification) | Tie Down Engineering
OEM corporate footprint and supplier integration | Trenton Pressing
OEM corporate footprint influencing EV strategy | TI Fluid Systems
OEM parent group footprint (electric truck strategy) | Toyota Industries Group (TACG-TICA)
OEM parent group footprint (EV + HD electrification) | TN Americas Holding Inc.
Plastic components for EV and ICE vehicles | Volvo Cars USA
Power Electronics | GSC Steel Stamping LLC
Power electronics, sensors, and EV systems | Yazaki North America
Stamped and welded assemblies for OEMs | Vernay
Stamped metal components for OEMs | Volvo Group North America
Tier 1 automotive components | Valeo
Vehicle safety systems OEM (EV + ICE) | TI Fluid Systems",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,The model-generated answer contains all required gold entities and mappings with exact counts and locations/company tuples matching the gold answer.,success,,2026-04-06T04:29:50+00:00
28,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","There are 6 Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk. • F&P Georgia Manufacturing | Role: Battery Pack | Primary OEM: Hyundai Kia • Hitachi Astemo Americas Inc. | Role: Battery Cell | Primary OEM: Hyundai Kia • Hollingsworth & Vose Co. | Role: Battery Pack | Primary OEM: Hyundai Kia • Honda Development & Manufacturing | Role: Battery Cell | Primary OEM: Hyundai Kia • Hyundai Motor Group | Role: Battery Pack | Primary OEM: Hyundai Kia • IMMI | Role: Battery Pack | Primary OEM: Hyundai Kia","F&P Georgia Manufacturing, Hollingsworth & Vose Co., IMMI, Hyundai Motor Group",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer is missing 2 entities (Hitachi Astemo Americas Inc. and Honda Development & Manufacturing) that are present in the gold answer, but it includes all required core entities.",success,,2026-04-06T04:29:53+00:00
29,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","For Hyundai Metaplant, there are 6 Georgia-based EV component suppliers with less than 200 employees, flagging potential capacity fragility. Enchem America Inc. | Employment: 155 F&P Georgia Manufacturing | Employment: 104 Hyundai Motor Group | Employment: 164 Hyundai Transys Georgia Powertrain | Employment: 130 IMMI | Employment: 100 Racemark International LLC | Employment: 120","Hyundai Transys Georgia Seating Systems, F&P Georgia Manufacturing, Racemark International LLC
These companies have fewer than 200 employees and are EV component suppliers based in Georgia.",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some of the correct entities (Hyundai Transys Georgia Seating Systems, F&P Georgia Manufacturing, Racemark International LLC), but it is incomplete and lacks information about the exact count of suppliers with fewer than 200 employees.",success,,2026-04-06T04:29:58+00:00
30,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","There are 2 Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk. Duckyang | OEMs: Hyundai Kia Rivian Enchem America Inc. | OEMs: Hyundai Kia Rivian",Not found in provided context,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,incorrect,0.0,"The model-generated answer does not provide any information about Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies.",success,,2026-04-06T04:30:02+00:00
31,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,There are 11 Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base. Fouts Brothers Fire Equipment Hitachi Astemo Hwashin Hyundai & LG Energy Solution (LGES) IMS Gear Georgia Inc. JAC Products Inc. Hyundai Industrial Co. Hyundai MOBIS (Georgia) Hyundai Transys Georgia Seating Systems Inalfa Roof Systems Inc. Jefferson Southern Corp.,"Fouts Brothers Fire Equipment, Tier 1/2, General Automotive, Automotive body parts and electronics Cylinder-head and specialty gaskets, housing modules and shielding systems for engines, transmissions, exhaust systems and auxiliary units, Multiple OEMs
Hitachi Astemo, Tier 1/2, General Automotive, Car audio systems, Multiple OEMs
Hwashin, Tier 1/2, General Automotive, Modules and storage systems, Multiple OEMs
Hyundai & LG Energy Solution (LGES), Tier 1/2, General Automotive, Storage batteries, Multiple OEMs
Hyundai Industrial Co., Tier 1/2, General Automotive, Automotive batteries, Multiple OEMs
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs
IMS Gear Georgia Inc., Tier 1/2, General Automotive, Car audio systems, Multiple OEMs
Inalfa Roof Systems Inc., Tier 1/2, General Automotive, Automotive electronic safety systems, Multiple OEMs
JAC Products Inc., Tier 1/2, General Automotive, Switches, resistors and related products, Multiple OEMs
Jefferson Southern Corp., Tier 1/2, General Automotive, High current switches and resistors for automotive HVAC systems, Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,All core entities and mappings match the gold answer.,success,,2026-04-06T04:30:04+00:00
32,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,There are 3 Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees. Freudenberg-NOK | Employment: 160 | Role: Thermal Management Hyundai Transys Georgia Powertrain | Employment: 130 | Role: Thermal Management Peerless-Winsmith Inc. | Employment: 160 | Role: Thermal Management,"Hyundai Transys Georgia Powertrain, Tier 1/2, Thermal Management, Electrical heaters, control units, and actuators, Hyundai Kia Rivian, 130, West Point, Troup County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,The model-generated answer contains some correct information (Hyundai Transys Georgia Powertrain) but is incomplete and includes extra metadata that is not present in the gold answer.,success,,2026-04-06T04:30:08+00:00
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,There are 24 Georgia‑based companies that are classified as OEM Footprint or OEM Supply Chain OEM Footprint TI Fluid Systems Tie Down Engineering TN Americas Holding Inc. Toyota Industries Group (TACG-TICA) Trenton Pressing Yazaki North America YKK USA Inc. ZF Gainesville LLC OEM Supply Chain: Trenton Pressing Inc. Valeo Vanguard National Trailer Corp. Vernay Vista Metals Corp. Voestalpine Automotive Body Parts Inc. Volvo Cars USA Volvo Group North America Wabash National Corp. Wheelabrator Group Inc. WIKA USA Woodbridge Foam Corp. Woory Industrial Co. Yachiyo Manufacturing of America LLC Yamaha Motor Manufacturing Corp. ZF Gainesville LLC,"company=Trenton Pressing Inc., category=OEM Supply Chain, ev_supply_chain_role=Machined components supporting EV and ICE vehicles, product_service=Precision-machined powertrain components (engine/transmission/drivetrain parts), primary_oems=
company=Vanguard National Trailer Corp., category=OEM Supply Chain, ev_supply_chain_role=Body and chassis components for EV and ICE OEMs, product_service=Stamped metal components and automotive body assemblies, primary_oems=
company=Vernay, category=OEM Supply Chain, ev_supply_chain_role=Stamped and welded assemblies for OEMs, product_service=Automotive metal stamping & body parts manufacturing (Hyundai/Kia supplier), primary_oems=
company=Vista Metals Corp., category=OEM Supply Chain, ev_supply_chain_role=EV and ICE component manufacturing, product_service=Automotive modules/powertrain components; parts supply, primary_oems=
company=Voestalpine Automotive Body Parts Inc., category=OEM Supply Chain, ev_supply_chain_role=EV and ICE powertrain and HVAC components, product_service=Automotive components manufacturing group (compressors/automotive parts), primary_oems=
company=WIKA USA, category=OEM Supply Chain, ev_supply_chain_role=HV and LV wiring harnesses for EVs and ICE vehicles, product_service=Vehicle power & data solutions; wiring harnesses and connectors, primary_oems=
company=Woodbridge Foam Corp., category=OEM Supply Chain, ev_supply_chain_role=EV wiring harnesses and power distribution, product_service=Automotive wiring harnesses & electrical distribution systems, primary_oems=
company=Woory Industrial Co., category=OEM Supply Chain, ev_supply_chain_role=High-voltage EV connectors and electronics, product_service=Automotive connectors, terminals, sensors, and power/data components, primary_oems=
company=Yamaha Motor Manufacturing Corp., category=OEM Supply Chain, ev_supply_chain_role=Advanced electrical architecture for EVs, product_service=Automotive electrical architecture, connectivity, and advanced safety components, primary_oems=
company=ZF Gainesville LLC, category=OEM Supply Chain, ev_supply_chain_role=EV body, powertrain, and thermal components, product_service=Contract manufacturing & automotive systems (body, chassis, powertrain, e-drive), primary_oems=",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains most of the required companies, but is missing some entities present in the gold answer (e.g., TI Fluid Systems, Toyota Industries Group).",success,,2026-04-06T04:30:12+00:00
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?",Top 10 Georgia companies based on the employment size supply both General Automotive and have some EV relevance (Yes or Indirect): JTEKT North America Corp. | Employment: 860 Kautex Inc. | Employment: 800 Lark United Manufacturing Inc. | Employment: 700 Fouts Brothers Fire Equipment | Employment: 630 Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 Lund International Inc. | Employment: 500 Mack Trucks | Employment: 500 Mando America Corp. | Employment: 460 ACM Georgia LLC | Employment: 400,"WIKA USA, 250000.0, HV and LV wiring harnesses for EVs and ICE vehicles, OEM Supply Chain, Gwinnett County
Yazaki North America, 230000.0, Power electronics, sensors, and EV systems, OEM Footprint,
YKK USA Inc., 190159.0, EV sensors, braking, and control systems, OEM Footprint, Cobb County
ZF Gainesville LLC, 170000.0, EV body, powertrain, and thermal components, OEM Supply Chain, Hall County
Yamaha Motor Manufacturing Corp., 190000.0, Advanced electrical architecture for EVs, OEM Supply Chain, Coweta County
Yachiyo Manufacturing of America LLC, 173700.0, EV electrical distribution and interior systems, OEM Supply Chain, Carroll County
Woory Industrial Co., 87000.0, High-voltage EV connectors and electronics, OEM Supply Chain, Laurens County",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities (e.g., WIKA USA, Yazaki North America) but lacks the exact count and ranking required for a fully correct answer.",success,,2026-04-06T04:30:16+00:00
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?","There are 5 Georgia‑based companies currently producing lithium‑ion battery materials, battery cells, or battery electrolytes: F&P Georgia Manufacturing [Tier 1/2] | Lithium-ion battery recycler & raw materials Hitachi Astemo Americas Inc. [Tier 1/2] | Battery cells for electric mobility Hollingsworth & Vose Co. [Tier 1/2] | Lithium-ion battery materials Honda Development & Manufacturing [Tier 1/2] | Battery cells IMMI [Tier 1/2] | Battery electrolyte","5
F&P Georgia Manufacturing | Tier 1/2 | Lithium-ion battery recycler and raw materials provider
Hitachi Astemo Americas Inc. | Tier 1/2 | Battery cells for electric mobility
Hollingsworth & Vose Co. | Tier 1/2 | Lithium-ion battery materials
Honda Development & Manufacturing | Tier 1/2 | Battery cells for electric mobility
IMMI | Tier 1/2 | Battery electrolyte",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,"The model-generated answer matches the gold answer in terms of core entities (5 companies), mappings (company names and descriptions), counts, top items, and locations.",success,,2026-04-06T04:30:20+00:00
36,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?,"There are 7 Tier 2/3 companies producing lightweight aluminum or composite materials and are growing their EV-specific customer base Bridgestone Bandag | Product: Composite materials and specialty polymers for automotive components | EV Relevant: Indirect Dinex Emissions Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Down 2 Earth Trailers | Product: Standard and custom aluminum-lithium products for automotive customers | EV Relevant: Indirect Eaton Corp. | Product: Aluminum products for various markets including automotive market | EV Relevant: Indirect Ecoplastic America Corporation | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Erdrich USA Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Global Powertrain Systems LLC | Product: Motor vehicle brake systems and parts Fabricates metal products, including coate | EV Relevant: Indirect",Not found in provided context,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,incorrect,0.0,The model-generated answer does not provide any information about Georgia Tier 2/3 suppliers currently producing lightweight aluminum or composite materials and growing their EV-specific customer base.,success,,2026-04-06T04:30:23+00:00
37,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.","There is only 1 Georgia company with 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' product signals. GSC Steel Stamping LLC | Product: DC-to-DC converters","Yazaki North America, GSC Steel Stamping LLC, Woory Industrial Co., ZF Gainesville LLC
company, category, ev_supply_chain_role, product_service, primary_oems, employment, updated_location, primary_facility_type
Yazaki North America, OEM Footprint, Power electronics, sensors, and EV systems, , 230000, Spalding County, Engineering / Operations
GSC Steel Stamping LLC, Tier 2/3, Power Electronics, Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*, Hyundai Kia Rivian, 350.0, Adairsville, Bartow County, Manufacturing Plant
Woory Industrial Co., OEM Supply Chain, High‑voltage EV connectors and electronics, Automotive connectors, terminals, sensors, and power/data components, , 87000.0, Dublin, Laurens County, Manufacturing / Engineering
ZF Gainesville LLC, OEM Supply Chain, EV thermal management and power electronics, Automotive supplier footprint (electrification, thermal, powertrain, ADAS components), , 17500.0, Gainesville, Hall County, Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some of the required companies (Yazaki North America and GSC Steel Stamping LLC) but also includes two additional companies that are not in the gold answer (Woory Industrial Co. and ZF Gainesville LLC). The count is incorrect, as there is only 1 Georgia company with 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' product signals.",success,,2026-04-06T04:30:29+00:00
38,"Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector, indicating a massive workforce pool ready for a strategic pivot?","There are 3 Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector TCI Powder Coatings | Employment: 3000 | Role: Vehicle Assembly Teklas USA | Employment: 1800 | Role: Vehicle Assembly Textron Specialized Vehicles | Employment: 1100 | Role: Vehicle Assembly","Textron Specialized Vehicles, Indirectly Relevant, Vehicle Assembly, Golf carts, utility vehicles, industrial vehicles, Textron Specialized Vehicles",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains the correct company (Textron Specialized Vehicles) but lacks information about its role and other companies that meet the criteria, which are present in the gold answer.",success,,2026-04-06T04:30:34+00:00
39,"Which three Georgia companies have the largest employment in EV thermal management, and how many employees does each have?","The 4 companies with the largest thermal-management-related employment in Georgia are: ZF Gainesville LLC: 17,500 employees Novelis Inc.: 200 employees Freudenberg-NOK: 160 employees Peerless-Winsmith Inc.: 160 employees","company=ZF Gainesville LLC, employment=170000.0, ev_supply_chain_role=EV body, powertrain, and thermal components, category=OEM Supply Chain, county=Hall County
company=Voestalpine Automotive Body Parts Inc., employment=1300.0, ev_supply_chain_role=EV and ICE powertrain and HVAC components, category=OEM Supply Chain, county=Bartow County
company=Novelis Inc., employment=200.0, ev_supply_chain_role=Thermal Management, category=Tier 1, county=Fulton County",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains two correct companies (ZF Gainesville LLC and Novelis Inc.) with their employment counts, but incorrectly lists Voestalpine Automotive Body Parts Inc. instead of Peerless-Winsmith Inc., which is in the gold answer.",success,,2026-04-06T04:30:39+00:00
40,"Which companies are involved in thermal-related products or services, and what roles and facility types are they associated with?","There are 5 companies involved in thermal-related products or services, along with their associated EV supply chain roles and primary facility types are: Freudenberg-NOK | Role: Thermal Management | Facility Type: Manufacturing Plant Hyundai Transys Georgia Powertrain |Role: Thermal Management | Facility Type: Manufacturing Plant Novelis Inc. | Role: Thermal Management | Facility Type: Manufacturing Plant Peerless-Winsmith Inc. | Role: Thermal Management | Facility Type: Manufacturing Plant ZF Gainesville LLC | Role: EV thermal management and power electronics | Facility Type: Manufacturing","Freudenberg-NOK, Tier 2/3, Thermal Management, Stamped blanks Flexible metal hoses for exhaust systems, thermal compensators, among other automotive, Multiple OEMs, 160.0, LaGrange, Troup County, Manufacturing Plant
Hyundai Transys Georgia Powertrain, Tier 1/2, Thermal Management, Electrical heaters, control units, and actuators, Hyundai Kia Rivian, 130.0, West Point, Troup County, Manufacturing Plant
Novelis Inc., Tier 1, Thermal Management, Acoustic and thermally effective automotive components, Multiple OEMs, 200.0, Atlanta, Fulton County, Manufacturing Plant
Peerless-Winsmith Inc., Tier 1, Thermal Management, Thermal solutions, Multiple OEMs, 160.0, Flowery Branch, Hall County, Manufacturing Plant
ZF Gainesville LLC, OEM Supply Chain, EV body, powertrain, and thermal components, Contract manufacturing & automotive systems (body, chassis, powertrain, e-drive), , 17500, Gainesville, Hall County, Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains all required companies and their roles, but lacks some facility types and details compared to the gold answer.",success,,2026-04-06T04:30:42+00:00
41,Which Tier 1/2 Georgia companies listed under General Automotive suggest a gradual evolution toward EV-related products or markets?,There are 6 Tier 1/2 Georgia companies listed under General Automotive: Fouts Brothers Fire Equipment [Tier 1/2] | Role: General Automotive Hyundai Industrial Co. [Tier 1/2] | Role: General Automotive Hyundai MOBIS (Georgia) [Tier 1/2] | Role: General Automotive Hyundai Transys Georgia Seating Systems [Tier 1/2] | Role: General Automotive Inalfa Roof Systems Inc. [Tier 1/2] | Role: General Automotive Jefferson Southern Corp. [Tier 1/2] | Role: General Automotive,"Fouts Brothers Fire Equipment, Hitachi Astemo, Hwashin, Hyundai Industrial Co., Hyundai MOBIS (Georgia), Hyundai Transys Georgia Seating Systems, IMS Gear Georgia Inc., JAC Products Inc., Jefferson Southern Corp.
The companies listed under General Automotive that suggest a gradual evolution toward EV-related products or markets are:
Fouts Brothers Fire Equipment, Hitachi Astemo, Hwashin, Hyundai Industrial Co., Hyundai MOBIS (Georgia), Hyundai Transys Georgia Seating Systems, IMS Gear Georgia Inc., JAC Products Inc., Jefferson Southern Corp.",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains all the required entities from the gold answer, but it also includes additional companies (Hitachi Astemo, Hwashin, IMS Gear Georgia Inc., JAC Products Inc.) that are not present in the gold answer.",success,,2026-04-06T04:30:46+00:00
42,How is demand for thermal management solutions reflected in the number and employment size of Georgia Thermal Management suppliers?,There are 4 companies for Thermal Management suppliers in Georgia Employment Size: 650 Freudenberg-NOK | Employment: 160 Hyundai Transys Georgia Powertrain | Employment: 130 Novelis Inc. | Employment: 200 Peerless-Winsmith Inc. | Employment: 160,"Novelis Inc., Tier 1, Thermal Management, Acoustic and thermally effective automotive components, Multiple OEMs
Hyundai Transys Georgia Powertrain, Tier 1/2, Thermal Management, Electrical heaters, control units, and actuators, Hyundai Kia Rivian
Peerless-Winsmith Inc., Tier 1, Thermal Management, Thermal solutions, Multiple OEMs
Freudenberg-NOK, Tier 2/3, Thermal Management, Stamped blanks Flexible metal hoses for exhaust systems, thermal compensators, among other automotive, Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities and mappings, but it is incomplete and lacks the exact count of companies in Georgia Thermal Management suppliers.",success,,2026-04-06T04:30:50+00:00
43,"Which Georgia companies are involved in battery recycling or second-life battery processing, reflecting the emerging circular economy trend?","There are 3 Georgia companies involved in battery recycling or end-of-life processing: Enplas USA Inc. | Product: Recycler of lithium ion batteries EVCO Plastics | Product: Recycler of copper, precious metals, and non-ferrous materials F&P Georgia Manufacturing | Product: Lithium-ion battery recycler and raw materials provider","F&P Georgia Manufacturing, Enplas USA Inc., EVCO Plastics",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,"The model-generated answer contains the exact same companies as the gold answer, with no additional information that would detract from its correctness.",success,,2026-04-06T04:30:53+00:00
44,"Which Georgia suppliers appear to play innovation-stage roles through research, development, or prototyping activity?","There is only 1 Georgia company that clearly appears to be an innovation-stage roles through research, development, or prototyping activity. Racemark International LLC | Product: Manufacturing and R&D engine parts for EV","Remark International LLC, Tier 1, General Automotive, Manufacturing and R&D engine parts for EV, Hyundai Kia Rivian, 120.0, Gray, Jones County, R&D",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains the correct company name and product information, but lacks the narrative framing of the gold answer. Additionally, it includes extra metadata such as tier, OEM, employment, location, and facility fields.",success,,2026-04-06T04:30:57+00:00
