question_id,question,gold_answer,generated_answer,pipeline_name,judge_model,generation_output_path,label,answer_correctness_score,reason,evaluation_status,error_message,timestamp_utc
22,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains. GSC Steel Stamping LLC [Tier 2/3] Hyundai MOBIS (Georgia) [Tier 1/2] Hyundai Transys Georgia Seating Systems [Tier 1/2]","GSC Steel Stamping LLC, Tier 2/3, Power Electronics, Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*, Hyundai Kia Rivian, 350, Adairsville, Bartow County, Manufacturing Plant
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs, 170, West Point, Troup County, Manufacturing Plant
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs, 110, West Point, Troup County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits the narrative preamble and includes extra harmless metadata.",success,,2026-04-06T15:58:40+00:00
23,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?",There is only 1 Georgia company that provides Powder coating-related products/services: Archer Aviation Inc. [Tier 2/3] | Produces: Powder coatings for automotive and other industries,"Archer Aviation Inc., Tier 2/3, General Automotive, Powder coatings for automotive and other industries, Multiple OEMs, 200, Covington, Morgan County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains the core entity (Archer Aviation Inc.) and its tier classification, which matches the gold answer. However, it includes extra metadata such as OEMs, employment count, location, and facility details that are not present in the gold answer.",success,,2026-04-06T15:58:44+00:00
24,"Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.","There are 6 Georgia companies manufacturing battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement. F&P Georgia Manufacturing | OEMs: Hyundai Kia Hitachi Astemo Americas Inc. | OEMs: Hyundai Kia Hollingsworth & Vose Co. | OEMs: Hyundai Kia Honda Development & Manufacturing | OEMs: Hyundai Kia Hyundai Motor Group | OEMs: Hyundai Kia IMMI | OEMs: Hyundai Kia","F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104, Rome, Floyd County, Manufacturing Plant
Hitachi Astemo Americas Inc., Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia, 723, Shorter, Harris County, Manufacturing Plant
Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400, Hawkinsville, Pulaski County, Manufacturing Plant
Honda Development & Manufacturing, Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia, 400, Tallapoosa, Cherokee County, Manufacturing Plant
Hyundai Motor Group, Tier 1/2, Battery Pack, Battery parts for electric vehicles, Hyundai Kia, 164, Ellabell, Bryan County, Manufacturing Plant
IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100, Dublin, Laurens County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer contains all required entities and mappings, with some minor differences in wording and metadata. The core information about the companies, their classification, OEMs, and locations is accurate.",success,,2026-04-06T15:58:48+00:00
25,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms. Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 ACM Georgia LLC | Employment: 400 Dongwon Autopart Technology Georgia LLC | Employment: 315 FOX Factory | Employment: 345 AVS | Employment: 310 Flambeau Inc. | Employment: 700 Grudem | Employment: 807,"- company=Dongwon Autopart Technology Georgia LLC | category=Tier 2/3 | ev_supply_chain_role=General Automotive | product_service=Aluminum extrusions | primary_oems=Multiple OEMs
- company=FOX Factory | category=Tier 2/3 | ev_supply_chain_role=General Automotive | product_service=Chrome plated automotive parts | primary_oems=Multiple OEMs
- company=Dinex Emissions Inc. | category=Tier 2/3 | ev_supply_chain_role=General Automotive | product_service=Aluminum sheet for automotive bodies | primary_oems=Multiple OEMs
- company=Beaver Manufacturing Co. Inc. | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Plastic valves | primary_oems=Multiple OEMs
- company=Dorsett Industries Inc. | category=Tier 2/3 | ev_supply_chain_role=General Automotive | product_service=Aluminum extrusions | primary_oems=Multiple OEMs
- company=Down 2 Earth Trailers | category=Tier 2/3 | ev_supply_chain_role=General Automotive | product_service=Standard and custom aluminum-lithium products for automotive customers | primary_oems=Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,partially_correct,0.6,"The model-generated answer contains some of the required entities and mappings, but is incomplete and lacks accuracy in certain aspects. It includes companies that are not classified as General Automotive or do not produce components transferable to EV platforms. However, it does contain some correct Tier 2/3 Georgia-based suppliers with employment over 300.",success,,2026-04-06T15:58:55+00:00
26,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,There are 2 Georgia Tier 2/3 companies in Chemicals and Allied Products industry group. Archer Aviation Inc. | Product: Powder coatings for automotive and other industries Arising Industries Inc. | Product: Rubber powders for tires,"Arising Industries Inc., Chemicals and Allied Products, General Automotive, Rubber powders for tires, Multiple OEMs
Archer Aviation Inc., Chemicals and Allied Products, General Automotive, Powder coatings for automotive and other industries, Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains the same two companies (Archer Aviation Inc. and Arising Industries Inc.) as the gold answer, with correct industry group (Chemicals and Allied Products) and product information. However, it lacks the exact count of companies mentioned in the gold answer.",success,,2026-04-06T15:58:59+00:00
27,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","There are 28 Supply Chain Roles in Georgia served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem Role: Advanced electrical architecture for EVs | Only company: Yamaha Motor Manufacturing Corp. Role: Body and chassis components for EV and ICE OEMs | Only company: Vanguard National Trailer Corp. Role: Charging Infrastructure | Only company: Morgan Corp. Role: EV and ICE component manufacturing | Only company: Vista Metals Corp. Role: EV and ICE powertrain and HVAC components | Only company: Voestalpine Automotive Body Parts Inc. Role: EV body, powertrain, and thermal components | Only company: ZF Gainesville LLC Role: EV electrical distribution and interior systems | Only company: Yachiyo Manufacturing of America LLC Role: EV sensors, braking, and control systems | Only company: YKK USA Inc. Role: EV thermal management and power electronics | Only company: ZF Gainesville LLC Role: EV thermal systems and electronics | Only company: ZF Gainesville LLC Role: EV wiring harnesses and power distribution | Only company: Woodbridge Foam Corp. Role: HV and LV wiring harnesses for EVs and ICE vehicles | Only company: WIKA USA Role: High‑voltage EV connectors and electronics | Only company: Woory Industrial Co. Role: Interior and exterior plastic parts | Only company: Wabash National Corp. Role: Interior trim and textile components | Only company: Wheelabrator Group Inc. Role: Machined components supporting EV and ICE vehicles | Only company: Trenton Pressing Inc. Role: OEM corporate and engineering footprint (electrification) | Only company: Tie Down Engineering Role: OEM corporate footprint and supplier integration | Only company: Trenton Pressing Role: OEM corporate footprint influencing EV strategy | Only company: TI Fluid Systems Role: OEM parent group footprint (EV + HD electrification) | Only company: TN Americas Holding Inc. Role: OEM parent group footprint (electric truck strategy) | Only company: Toyota Industries Group (TACG-TICA) Role: Plastic components for EV and ICE vehicles | Only company: Volvo Cars USA Role: Power Electronics | Only company: GSC Steel Stamping LLC Role: Power electronics, sensors, and EV systems | Only company: Yazaki North America Role: Stamped and welded assemblies for OEMs | Only company: Vernay Role: Stamped metal components for OEMs | Only company: Volvo Group North America Role: Tier 1 automotive components | Only company: Valeo Role: Vehicle safety systems OEM (EV + ICE) → Only company: TI Fluid Systems","Advanced electrical architecture for EVs | Yamaha Motor Manufacturing Corp.
Body and chassis components for EV and ICE OEMs | Vanguard National Trailer Corp.
Charging Infrastructure | Morgan Corp.
EV and ICE component manufacturing | Vista Metals Corp.
EV and ICE powertrain and HVAC components | Voestalpine Automotive Body Parts Inc.
EV body, powertrain, and thermal components | ZF Gainesville LLC
EV electrical distribution and interior systems | Yachiyo Manufacturing of America LLC
EV sensors, braking, and control systems | YKK USA Inc.
EV thermal management and power electronics | ZF Gainesville LLC
EV thermal systems and electronics | ZF Gainesville LLC
EV wiring harnesses and power distribution | Woodbridge Foam Corp.
High‑voltage EV connectors and electronics | Woory Industrial Co.
HV and LV wiring harnesses for EVs and ICE vehicles | WIKA USA
Interior and exterior plastic parts | Wabash National Corp.
Interior trim and textile components | Wheelabrator Group Inc.
Machined components supporting EV and ICE vehicles | Trenton Pressing Inc.
OEM corporate and engineering footprint (electrification) | Tie Down Engineering
OEM corporate footprint and supplier integration | Trenton Pressing
OEM corporate footprint influencing EV strategy | TI Fluid Systems
OEM parent group footprint (electric truck strategy) | Toyota Industries Group (TACG-TICA)
OEM parent group footprint (EV + HD electrification) | TN Americas Holding Inc.
Plastic components for EV and ICE vehicles | Volvo Cars USA
Power Electronics | GSC Steel Stamping LLC
Power electronics, sensors, and EV systems | Yazaki North America
Stamped and welded assemblies for OEMs | Vernay
Stamped metal components for OEMs | Volvo Group North America
Tier 1 automotive components | Valeo
Vehicle safety systems OEM (EV + ICE) | TI Fluid Systems",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,The model-generated answer contains all required gold entities and mappings with minor omissions in narrative preamble.,success,,2026-04-06T15:59:04+00:00
28,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","There are 6 Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk. • F&P Georgia Manufacturing | Role: Battery Pack | Primary OEM: Hyundai Kia • Hitachi Astemo Americas Inc. | Role: Battery Cell | Primary OEM: Hyundai Kia • Hollingsworth & Vose Co. | Role: Battery Pack | Primary OEM: Hyundai Kia • Honda Development & Manufacturing | Role: Battery Cell | Primary OEM: Hyundai Kia • Hyundai Motor Group | Role: Battery Pack | Primary OEM: Hyundai Kia • IMMI | Role: Battery Pack | Primary OEM: Hyundai Kia",Not found in provided context.,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,incorrect,0.0,"The model-generated answer does not provide any information about the Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk.",success,,2026-04-06T15:59:06+00:00
29,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","For Hyundai Metaplant, there are 6 Georgia-based EV component suppliers with less than 200 employees, flagging potential capacity fragility. Enchem America Inc. | Employment: 155 F&P Georgia Manufacturing | Employment: 104 Hyundai Motor Group | Employment: 164 Hyundai Transys Georgia Powertrain | Employment: 130 IMMI | Employment: 100 Racemark International LLC | Employment: 120","Company: Hyundai Transys Georgia Seating Systems
Category: Tier 1/2
EV Supply Chain Role: General Automotive
Product / Service: Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts
Primary OEMs: Multiple OEMs
Company: F&P Georgia Manufacturing
Category: Tier 1/2
EV Supply Chain Role: Battery Pack
Product / Service: Lithium-ion battery recycler and raw materials provider
Primary OEMs: Hyundai Kia
Company: Racemark International LLC
Category: Tier 1
EV Supply Chain Role: General Automotive
Product / Service: Manufacturing and R&D engine parts for EV
Primary OEMs: Hyundai Kia Rivian
Count: 3",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,partially_correct,0.4,"The model-generated answer partially matches the gold answer in terms of company names (Hyundai Transys Georgia Seating Systems, F&P Georgia Manufacturing, and Racemark International LLC), but it is incomplete as it only lists three companies instead of six. Additionally, the count mentioned in the model-generated answer (3) does not match the gold answer's count (6).",success,,2026-04-06T15:59:11+00:00
30,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","There are 2 Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk. Duckyang | OEMs: Hyundai Kia Rivian Enchem America Inc. | OEMs: Hyundai Kia Rivian",Not found in provided context.,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,incorrect,0.0,"The model-generated answer does not provide any information about Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.",success,,2026-04-06T15:59:15+00:00
31,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,There are 11 Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base. Fouts Brothers Fire Equipment Hitachi Astemo Hwashin Hyundai & LG Energy Solution (LGES) IMS Gear Georgia Inc. JAC Products Inc. Hyundai Industrial Co. Hyundai MOBIS (Georgia) Hyundai Transys Georgia Seating Systems Inalfa Roof Systems Inc. Jefferson Southern Corp.,"Fouts Brothers Fire Equipment, Tier 1/2, General Automotive, Automotive body parts and electronics Cylinder-head and specialty gaskets, housing modules and shielding systems for engines, transmissions, exhaust systems and auxiliary units, Multiple OEMs
Hitachi Astemo, Tier 1/2, General Automotive, Car audio systems, Multiple OEMs
Hwashin, Tier 1/2, General Automotive, Modules and storage systems, Multiple OEMs
Hyundai & LG Energy Solution (LGES), Tier 1/2, General Automotive, Storage batteries, Multiple OEMs
Hyundai Industrial Co., Tier 1/2, General Automotive, Automotive batteries, Multiple OEMs
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs
IMS Gear Georgia Inc., Tier 1/2, General Automotive, Car audio systems, Multiple OEMs
Jefferson Southern Corp., Tier 1/2, General Automotive, High current switches and resistors for automotive HVAC systems, Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer contains all required entities and mappings from the gold answer, with some minor differences in wording and metadata. The count of suppliers is also correct.",success,,2026-04-06T15:59:18+00:00
32,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,There are 3 Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees. Freudenberg-NOK | Employment: 160 | Role: Thermal Management Hyundai Transys Georgia Powertrain | Employment: 130 | Role: Thermal Management Peerless-Winsmith Inc. | Employment: 160 | Role: Thermal Management,"- company=Hyundai Transys Georgia Powertrain
- category=Tier 1/2
- ev_supply_chain_role=Thermal Management
- product_service=Electrical heaters, control units, and actuators
- primary_oems=Hyundai Kia Rivian
- employment=130.0
- updated_location=West Point, Troup County
- primary_facility_type=Manufacturing Plant
- company=Peerless-Winsmith Inc.
- category=Tier 1
- ev_supply_chain_role=Thermal Management
- product_service=Thermal solutions
- primary_oems=Multiple OEMs
- employment=160.0
- updated_location=Flowery Branch, Hall County
- primary_facility_type=Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits the narrative preamble and includes extra harmless metadata.",success,,2026-04-06T15:59:22+00:00
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,There are 24 Georgia‑based companies that are classified as OEM Footprint or OEM Supply Chain OEM Footprint TI Fluid Systems Tie Down Engineering TN Americas Holding Inc. Toyota Industries Group (TACG-TICA) Trenton Pressing Yazaki North America YKK USA Inc. ZF Gainesville LLC OEM Supply Chain: Trenton Pressing Inc. Valeo Vanguard National Trailer Corp. Vernay Vista Metals Corp. Voestalpine Automotive Body Parts Inc. Volvo Cars USA Volvo Group North America Wabash National Corp. Wheelabrator Group Inc. WIKA USA Woodbridge Foam Corp. Woory Industrial Co. Yachiyo Manufacturing of America LLC Yamaha Motor Manufacturing Corp. ZF Gainesville LLC,"Trenton Pressing Inc., OEM Supply Chain, Machined components supporting EV and ICE vehicles, Precision-machined powertrain components (engine/transmission/drivetrain parts), Not specified
Vanguard National Trailer Corp., OEM Supply Chain, Body and chassis components for EV and ICE OEMs, Stamped metal components and automotive body assemblies, Not specified
Vernay, OEM Supply Chain, Stamped and welded assemblies for OEMs, Automotive metal stamping & body parts manufacturing (Hyundai/Kia supplier), Not specified
Vista Metals Corp., OEM Supply Chain, EV and ICE component manufacturing, Automotive modules/powertrain components; parts supply, Not specified
Voestalpine Automotive Body Parts Inc., OEM Supply Chain, EV and ICE powertrain and HVAC components, Automotive components manufacturing group (compressors/automotive parts), Not specified
Woodbridge Foam Corp., OEM Supply Chain, EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, Not specified
Woory Industrial Co., OEM Supply Chain, High-voltage EV connectors and electronics, Automotive connectors, terminals, sensors, and power/data components, Not specified
Yamaha Motor Manufacturing Corp., OEM Supply Chain, Advanced electrical architecture for EVs, Automotive electrical architecture, connectivity, and advanced safety components, Not specified
Yachiyo Manufacturing of America LLC, OEM Supply Chain, EV electrical distribution and interior systems, Automotive seating and E-Systems (electrical distribution), Not specified
ZF Gainesville LLC, OEM Supply Chain, EV body, powertrain, and thermal components, Contract manufacturing & automotive systems (body, chassis, powertrain, e-drive), Not specified",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and extra metadata.",success,,2026-04-06T15:59:24+00:00
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?",Top 10 Georgia companies based on the employment size supply both General Automotive and have some EV relevance (Yes or Indirect): JTEKT North America Corp. | Employment: 860 Kautex Inc. | Employment: 800 Lark United Manufacturing Inc. | Employment: 700 Fouts Brothers Fire Equipment | Employment: 630 Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 Lund International Inc. | Employment: 500 Mack Trucks | Employment: 500 Mando America Corp. | Employment: 460 ACM Georgia LLC | Employment: 400,"1. company=WIKA USA | employment=250000.0 | ev_supply_chain_role=HV and LV wiring harnesses for EVs and ICE vehicles | category=OEM Supply Chain | county=Gwinnett County
2. company=YKK USA Inc. | employment=190159.0 | ev_supply_chain_role=EV sensors, braking, and control systems | category=OEM Footprint | county=Cobb County
3. company=Yamaha Motor Manufacturing Corp. | employment=190000.0 | ev_supply_chain_role=Advanced electrical architecture for EVs | category=OEM Supply Chain | county=Coweta County
4. company=Yachiyo Manufacturing of America LLC | employment=173700.0 | ev_supply_chain_role=EV electrical distribution and interior systems | category=OEM Supply Chain | county=Carroll County
5. company=ZF Gainesville LLC | employment=170000.0 | ev_supply_chain_role=EV body, powertrain, and thermal components | category=OEM Supply Chain | county=Hall County
6. company=Woory Industrial Co. | employment=87000.0 | ev_supply_chain_role=High‑voltage EV connectors and electronics | category=OEM Supply Chain | county=Laurens County",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and extra metadata.",success,,2026-04-06T15:59:27+00:00
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?","There are 5 Georgia‑based companies currently producing lithium‑ion battery materials, battery cells, or battery electrolytes: F&P Georgia Manufacturing [Tier 1/2] | Lithium-ion battery recycler & raw materials Hitachi Astemo Americas Inc. [Tier 1/2] | Battery cells for electric mobility Hollingsworth & Vose Co. [Tier 1/2] | Lithium-ion battery materials Honda Development & Manufacturing [Tier 1/2] | Battery cells IMMI [Tier 1/2] | Battery electrolyte","5
F&P Georgia Manufacturing | Tier 1/2 | Lithium-ion battery recycler and raw materials provider
Hitachi Astemo Americas Inc. | Tier 1/2 | Battery cells for electric mobility
Hollingsworth & Vose Co. | Tier 1/2 | Lithium-ion battery materials
Honda Development & Manufacturing | Tier 1/2 | Battery cells for electric mobility
IMMI | Tier 1/2 | Battery electrolyte",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer contains the same core entities and mappings as the gold answer, with a minor difference in formatting. The count of Georgia companies producing lithium-ion battery materials is also correct.",success,,2026-04-06T15:59:31+00:00
36,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?,"There are 7 Tier 2/3 companies producing lightweight aluminum or composite materials and are growing their EV-specific customer base Bridgestone Bandag | Product: Composite materials and specialty polymers for automotive components | EV Relevant: Indirect Dinex Emissions Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Down 2 Earth Trailers | Product: Standard and custom aluminum-lithium products for automotive customers | EV Relevant: Indirect Eaton Corp. | Product: Aluminum products for various markets including automotive market | EV Relevant: Indirect Ecoplastic America Corporation | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Erdrich USA Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Global Powertrain Systems LLC | Product: Motor vehicle brake systems and parts Fabricates metal products, including coate | EV Relevant: Indirect",Not found in provided context.,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,incorrect,0.0,"The model-generated answer does not provide any information about the Tier 2/3 suppliers in Georgia that produce lightweight aluminum or composite materials and are growing their EV-specific customer base, which is a direct contradiction to the human-validated gold answer.",success,,2026-04-06T15:59:34+00:00
37,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.","There is only 1 Georgia company with 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' product signals. GSC Steel Stamping LLC | Product: DC-to-DC converters","GSC Steel Stamping LLC, Woory Industrial Co., Yazaki North America, ZF Gainesville LLC
- GSC Steel Stamping LLC
- category: Tier 2/3
- ev_supply_chain_role: Power Electronics
- product_service: Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*
- primary_oems: Hyundai Kia Rivian
- employment: 350.0
- updated_location: Adairsville, Bartow County
- primary_facility_type: Manufacturing Plant
- Woory Industrial Co.
- category: OEM Supply Chain
- ev_supply_chain_role: High‑voltage EV connectors and electronics
- product_service: Automotive connectors, terminals, sensors, and power/data components
- primary_oems: Not specified
- employment: 87000.0
- updated_location: Dublin, Laurens County
- primary_facility_type: Manufacturing / Engineering
- Yazaki North America
- category: OEM Footprint
- ev_supply_chain_role: Power electronics, sensors, and EV systems
- product_service: Automotive supplier division (mobility solutions: ADAS, powertrain, electronics)
- primary_oems: Not specified
- employment: 230000.0
- updated_location: Spalding County
- primary_facility_type: Engineering / Operations
- ZF Gainesville LLC
- category: OEM Supply Chain
- ev_supply_chain_role: EV thermal management and power electronics
- product_service: Automotive supplier footprint (electrification, thermal, powertrain, ADAS components)
- primary_oems: Not specified
- employment: 17500.0
- updated_location: Gainesville, Hall County
- primary_facility_type: Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities (GSC Steel Stamping LLC) and mappings ('high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' product signals). However, it also includes extra companies that do not match the gold answer's criteria. The core answer is correct, but the model-generated answer is incomplete due to the additional entities.",success,,2026-04-06T15:59:39+00:00
38,"Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector, indicating a massive workforce pool ready for a strategic pivot?","There are 3 Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector TCI Powder Coatings | Employment: 3000 | Role: Vehicle Assembly Teklas USA | Employment: 1800 | Role: Vehicle Assembly Textron Specialized Vehicles | Employment: 1100 | Role: Vehicle Assembly","Textron Specialized Vehicles, Indirectly Relevant, Vehicle Assembly, Golf carts, utility vehicles, industrial vehicles, Textron Specialized Vehicles",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,partially_correct,0.4,"The model-generated answer partially matches the gold answer by mentioning Textron Specialized Vehicles, but it lacks information about the other two companies (TCI Powder Coatings and Teklas USA) and does not provide a clear indication of their indirect relevance to the EV sector.",success,,2026-04-06T15:59:43+00:00
39,"Which three Georgia companies have the largest employment in EV thermal management, and how many employees does each have?","The 4 companies with the largest thermal-management-related employment in Georgia are: ZF Gainesville LLC: 17,500 employees Novelis Inc.: 200 employees Freudenberg-NOK: 160 employees Peerless-Winsmith Inc.: 160 employees","ZF Gainesville LLC, 170000.0, EV body, powertrain, and thermal components, OEM Supply Chain, Hall County
Voestalpine Automotive Body Parts Inc., 1300.0, EV and ICE powertrain and HVAC components, OEM Supply Chain, Bartow County
Novelis Inc., 200.0, Thermal Management, Tier 1, Fulton County",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains the top three Georgia companies with significant employment in EV thermal management: ZF Gainesville LLC, Voestalpine Automotive Body Parts Inc., and Novelis Inc. However, it incorrectly states that ZF Gainesville LLC has 170000 employees (gold answer says 17,500), and Voestalpine is not mentioned in the gold answer. The model-generated answer also includes extra metadata such as 'EV body, powertrain, and thermal components' which is not present in the gold answer.",success,,2026-04-06T15:59:48+00:00
