question_id,question,reference_answer,pipeline_name,model_name,rag_enabled,prompt_version,system_prompt,user_prompt,retrieved_context_exact,retrieved_chunks,retrieved_chunk_ids,retrieved_metadata,reranked_chunk_ids,structured_ops_used,structured_ops_outputs,final_context_presented_to_model,generated_answer,answer_status,error_message,latency_seconds,input_tokens,output_tokens,total_tokens,timestamp_utc,attempt_count,retrieval_diagnostics,generation_metadata
25,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms. Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 ACM Georgia LLC | Employment: 400 Dongwon Autopart Technology Georgia LLC | Employment: 315 FOX Factory | Employment: 345 AVS | Employment: 310 Flambeau Inc. | Employment: 700 Grudem | Employment: 807,qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
However, Tier 2/3 suppliers in Georgia that are classified as General Automotive and have over 300 employees could potentially produce components transferable to EV platforms if their product lines include parts relevant to electrification technology.",success,,5.480965762864798,304,60,364,2026-04-05T23:31:30+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 5452960644, ""eval_duration"": 955938093}"
26,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,There are 2 Georgia Tier 2/3 companies in Chemicals and Allied Products industry group. Archer Aviation Inc. | Product: Powder coatings for automotive and other industries Arising Industries Inc. | Product: Rubber powders for tires,qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. However, Tier 2/3 companies in the Chemicals and Allied Products industry group typically include firms that are not among the largest national players but still hold significant market positions within their regions or specific niches. Their products would likely cover a range of chemical substances and products used in various industries such as agriculture, manufacturing, and consumer goods.",success,,4.126444784924388,296,83,379,2026-04-05T23:31:34+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 4094702030, ""eval_duration"": 1321982740}"
27,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","There are 28 Supply Chain Roles in Georgia served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem Role: Advanced electrical architecture for EVs | Only company: Yamaha Motor Manufacturing Corp. Role: Body and chassis components for EV and ICE OEMs | Only company: Vanguard National Trailer Corp. Role: Charging Infrastructure | Only company: Morgan Corp. Role: EV and ICE component manufacturing | Only company: Vista Metals Corp. Role: EV and ICE powertrain and HVAC components | Only company: Voestalpine Automotive Body Parts Inc. Role: EV body, powertrain, and thermal components | Only company: ZF Gainesville LLC Role: EV electrical distribution and interior systems | Only company: Yachiyo Manufacturing of America LLC Role: EV sensors, braking, and control systems | Only company: YKK USA Inc. Role: EV thermal management and power electronics | Only company: ZF Gainesville LLC Role: EV thermal systems and electronics | Only company: ZF Gainesville LLC Role: EV wiring harnesses and power distribution | Only company: Woodbridge Foam Corp. Role: HV and LV wiring harnesses for EVs and ICE vehicles | Only company: WIKA USA Role: High‑voltage EV connectors and electronics | Only company: Woory Industrial Co. Role: Interior and exterior plastic parts | Only company: Wabash National Corp. Role: Interior trim and textile components | Only company: Wheelabrator Group Inc. Role: Machined components supporting EV and ICE vehicles | Only company: Trenton Pressing Inc. Role: OEM corporate and engineering footprint (electrification) | Only company: Tie Down Engineering Role: OEM corporate footprint and supplier integration | Only company: Trenton Pressing Role: OEM corporate footprint influencing EV strategy | Only company: TI Fluid Systems Role: OEM parent group footprint (EV + HD electrification) | Only company: TN Americas Holding Inc. Role: OEM parent group footprint (electric truck strategy) | Only company: Toyota Industries Group (TACG-TICA) Role: Plastic components for EV and ICE vehicles | Only company: Volvo Cars USA Role: Power Electronics | Only company: GSC Steel Stamping LLC Role: Power electronics, sensors, and EV systems | Only company: Yazaki North America Role: Stamped and welded assemblies for OEMs | Only company: Vernay Role: Stamped metal components for OEMs | Only company: Volvo Group North America Role: Tier 1 automotive components | Only company: Valeo Role: Vehicle safety systems OEM (EV + ICE) → Only company: TI Fluid Systems",qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
However, in general, single-point-of-failure risks in a supply chain can occur if there is only one company providing a critical service or product within that supply chain. This would need to be identified by examining the specific roles and companies involved in Georgia's EV supply chain.",success,,6.842305280966684,303,70,373,2026-04-05T23:31:41+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 6816992830, ""eval_duration"": 1109312988}"
28,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","There are 6 Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk. • F&P Georgia Manufacturing | Role: Battery Pack | Primary OEM: Hyundai Kia • Hitachi Astemo Americas Inc. | Role: Battery Cell | Primary OEM: Hyundai Kia • Hollingsworth & Vose Co. | Role: Battery Pack | Primary OEM: Hyundai Kia • Honda Development & Manufacturing | Role: Battery Cell | Primary OEM: Hyundai Kia • Hyundai Motor Group | Role: Battery Pack | Primary OEM: Hyundai Kia • IMMI | Role: Battery Pack | Primary OEM: Hyundai Kia",qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
High dependency risk in a supply chain typically indicates that a supplier is the sole source for a particular OEM's critical components, such as battery cells or packs. Identifying such suppliers would require specific data on OEM-supplier relationships and procurement practices within Georgia.",success,,6.123969123000279,295,65,360,2026-04-05T23:31:47+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 6095385086, ""eval_duration"": 1030335323}"
29,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","For Hyundai Metaplant, there are 6 Georgia-based EV component suppliers with less than 200 employees, flagging potential capacity fragility. Enchem America Inc. | Employment: 155 F&P Georgia Manufacturing | Employment: 104 Hyundai Motor Group | Employment: 164 Hyundai Transys Georgia Powertrain | Employment: 130 IMMI | Employment: 100 Racemark International LLC | Employment: 120",qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
The number of Georgia-based EV component suppliers for Hyundai Metaplant with fewer than 200 employees would depend on specific data about supplier company sizes and their relationships to the Metaplant.",success,,3.0844868898857385,304,54,358,2026-04-05T23:31:50+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 3053376113, ""eval_duration"": 859926463}"
30,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","There are 2 Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk. Duckyang | OEMs: Hyundai Kia Rivian Enchem America Inc. | OEMs: Hyundai Kia Rivian",qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
However, suppliers classified as Tier 2/3 in Georgia that are relevant to electric vehicles (EV) and provide materials to Battery Cell or Battery Pack companies would likely be identified through a detailed analysis of their product offerings and customer relationships within the EV supply chain. Such an analysis would require specific industry data and mappings not available from closed-book knowledge.",success,,5.355917641893029,310,84,394,2026-04-05T23:31:56+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 5325412983, ""eval_duration"": 1336503246}"
31,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,There are 11 Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base. Fouts Brothers Fire Equipment Hitachi Astemo Hwashin Hyundai & LG Energy Solution (LGES) IMS Gear Georgia Inc. JAC Products Inc. Hyundai Industrial Co. Hyundai MOBIS (Georgia) Hyundai Transys Georgia Seating Systems Inalfa Roof Systems Inc. Jefferson Southern Corp.,qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. However, Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base typically serve multiple Original Equipment Manufacturers (OEMs) to reduce risk and stabilize revenue streams.",success,,5.982156524900347,300,51,351,2026-04-05T23:32:02+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 5955339598, ""eval_duration"": 810840888}"
32,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,There are 3 Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees. Freudenberg-NOK | Employment: 160 | Role: Thermal Management Hyundai Transys Georgia Powertrain | Employment: 130 | Role: Thermal Management Peerless-Winsmith Inc. | Employment: 160 | Role: Thermal Management,qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
Small companies in Georgia operating in Thermal Management or Power Electronics with fewer than 200 employees might indeed have limited surge production capacity due to their scale. Such companies typically face constraints in rapidly scaling up production without significant investment in additional resources or partnerships.",success,,11.28673717007041,303,65,368,2026-04-05T23:32:13+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 11256084267, ""eval_duration"": 1040356971}"
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,There are 24 Georgia‑based companies that are classified as OEM Footprint or OEM Supply Chain OEM Footprint TI Fluid Systems Tie Down Engineering TN Americas Holding Inc. Toyota Industries Group (TACG-TICA) Trenton Pressing Yazaki North America YKK USA Inc. ZF Gainesville LLC OEM Supply Chain: Trenton Pressing Inc. Valeo Vanguard National Trailer Corp. Vernay Vista Metals Corp. Voestalpine Automotive Body Parts Inc. Volvo Cars USA Volvo Group North America Wabash National Corp. Wheelabrator Group Inc. WIKA USA Woodbridge Foam Corp. Woory Industrial Co. Yachiyo Manufacturing of America LLC Yamaha Motor Manufacturing Corp. ZF Gainesville LLC,qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. However, companies classified as OEM Footprint or OEM Supply Chain in Georgia would typically be involved in the production or supply of components for electric vehicle manufacturers.",success,,3.0475006659980863,291,45,336,2026-04-05T23:32:16+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 3014890400, ""eval_duration"": 710548478}"
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?",Top 10 Georgia companies based on the employment size supply both General Automotive and have some EV relevance (Yes or Indirect): JTEKT North America Corp. | Employment: 860 Kautex Inc. | Employment: 800 Lark United Manufacturing Inc. | Employment: 700 Fouts Brothers Fire Equipment | Employment: 630 Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 Lund International Inc. | Employment: 500 Mack Trucks | Employment: 500 Mando America Corp. | Employment: 460 ACM Georgia LLC | Employment: 400,qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
The companies in question would likely be major suppliers with significant operations in Georgia, involved in both traditional automotive and electric vehicle component manufacturing. These companies would need to have a substantial workforce and be actively engaged in adapting their product lines to meet the demands of the evolving automotive industry.",success,,9.23992163199,297,69,366,2026-04-05T23:32:25+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 9210547245, ""eval_duration"": 1098723665}"
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?","There are 5 Georgia‑based companies currently producing lithium‑ion battery materials, battery cells, or battery electrolytes: F&P Georgia Manufacturing [Tier 1/2] | Lithium-ion battery recycler & raw materials Hitachi Astemo Americas Inc. [Tier 1/2] | Battery cells for electric mobility Hollingsworth & Vose Co. [Tier 1/2] | Lithium-ion battery materials Honda Development & Manufacturing [Tier 1/2] | Battery cells IMMI [Tier 1/2] | Battery electrolyte",qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
There are likely several companies in Georgia involved in the production of lithium-ion battery materials, cells, or electrolytes, given the growing interest in electric vehicle technologies and battery manufacturing.",success,,2.009845420019701,291,50,341,2026-04-05T23:32:27+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 1981538587, ""eval_duration"": 791910185}"
36,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?,"There are 7 Tier 2/3 companies producing lightweight aluminum or composite materials and are growing their EV-specific customer base Bridgestone Bandag | Product: Composite materials and specialty polymers for automotive components | EV Relevant: Indirect Dinex Emissions Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Down 2 Earth Trailers | Product: Standard and custom aluminum-lithium products for automotive customers | EV Relevant: Indirect Eaton Corp. | Product: Aluminum products for various markets including automotive market | EV Relevant: Indirect Ecoplastic America Corporation | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Erdrich USA Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Global Powertrain Systems LLC | Product: Motor vehicle brake systems and parts Fabricates metal products, including coate | EV Relevant: Indirect",qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. However, Georgia Tier 2/3 suppliers producing lightweight aluminum or composite materials and growing their EV-specific customer base would likely include companies that focus on innovation and sustainability in automotive parts manufacturing. These companies would be expanding their offerings to meet the increasing demand for electric vehicles.",success,,2.646570726064965,297,68,365,2026-04-05T23:32:30+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 2612949685, ""eval_duration"": 1081483937}"
37,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.","There is only 1 Georgia company with 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' product signals. GSC Steel Stamping LLC | Product: DC-to-DC converters",qwen_norag,qwen2.5:14b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

However, companies in Georgia that are involved in the production of high-voltage systems, DC-to-DC converters, inverters, and motor controllers would likely be associated with the growth of electric vehicle (EV) powertrain electronics. These components are crucial for EVs and indicate a company's involvement in advanced automotive technology sectors.",success,,3.3696181008126587,310,80,390,2026-04-05T23:32:33+00:00,1,{},"{""done_reason"": ""stop"", ""total_duration"": 3341919333, ""eval_duration"": 1276567211}"
