question_id,question,reference_answer,pipeline_name,model_name,rag_enabled,prompt_version,system_prompt,user_prompt,retrieved_context_exact,retrieved_chunks,retrieved_chunk_ids,retrieved_metadata,reranked_chunk_ids,structured_ops_used,structured_ops_outputs,final_context_presented_to_model,generated_answer,answer_status,error_message,latency_seconds,input_tokens,output_tokens,total_tokens,timestamp_utc,attempt_count,retrieval_diagnostics,generation_metadata
24,"Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.","There are 6 Georgia companies manufacturing battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement. F&P Georgia Manufacturing | OEMs: Hyundai Kia Hitachi Astemo Americas Inc. | OEMs: Hyundai Kia Hollingsworth & Vose Co. | OEMs: Hyundai Kia Honda Development & Manufacturing | OEMs: Hyundai Kia Hyundai Motor Group | OEMs: Hyundai Kia IMMI | OEMs: Hyundai Kia",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, Tier 1/2 suppliers in the automotive or energy sectors (where battery parts/enclosures are critical) would include larger manufacturing firms capable of meeting stringent OEM quality and volume requirements. In Georgia, companies involved in automotive parts manufacturing *could* potentially include those making battery components or enclosures, but identifying them specifically requires dataset access. Primary OEMs served would depend on contracts and supply chain relationships—common OEMs would be Ford, GM, Hyundai, Kia, Rivian, and potentially energy storage system integrators. It's uncertain which Georgia companies fit this profile without the dataset.",success,,4.615045226179063,309,135,444,2026-04-05T23:42:37+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4587684641, 'eval_duration': 4068726218}"
25,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms. Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 ACM Georgia LLC | Employment: 400 Dongwon Autopart Technology Georgia LLC | Employment: 315 FOX Factory | Employment: 345 AVS | Employment: 310 Flambeau Inc. | Employment: 700 Grudem | Employment: 807,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Identifying such suppliers would depend on a detailed supply chain map. Generally, Tier 2/3 suppliers focus on specific components – like molded parts, fasteners, or small assemblies – rather than complete systems. Many components used in traditional internal combustion engine vehicles *can* be adapted for EVs (e.g., certain brackets, housings, or basic metal stampings). Employment over 300 suggests a moderately sized manufacturing facility, likely serving multiple OEM customers. Georgia has a significant automotive presence, so finding companies fitting this profile is plausible, but requires a specific supplier database.",success,,4.543191426899284,304,132,436,2026-04-05T23:42:41+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4513152987, 'eval_duration': 3994015256}"
26,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,There are 2 Georgia Tier 2/3 companies in Chemicals and Allied Products industry group. Archer Aviation Inc. | Product: Powder coatings for automotive and other industries Arising Industries Inc. | Product: Rubber powders for tires,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Tier 2/3 companies are generally defined as smaller suppliers within a larger supply chain. In the Chemicals and Allied Products industry, these companies would likely manufacture specialized chemical formulations, additives, or components used by larger Tier 1 chemical producers or manufacturers in other industries (like plastics, coatings, or agriculture). Their products could include things like: industrial cleaning compounds, specialty polymers, adhesives, pigments, resins, catalysts, or various chemical intermediates. Identifying *which* specific Georgia companies fit this description requires a specific dataset of company classifications and product catalogs.",success,,4.368398786988109,294,127,421,2026-04-05T23:42:46+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4340245174, 'eval_duration': 3847516601}"
27,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","There are 28 Supply Chain Roles in Georgia served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem Role: Advanced electrical architecture for EVs | Only company: Yamaha Motor Manufacturing Corp. Role: Body and chassis components for EV and ICE OEMs | Only company: Vanguard National Trailer Corp. Role: Charging Infrastructure | Only company: Morgan Corp. Role: EV and ICE component manufacturing | Only company: Vista Metals Corp. Role: EV and ICE powertrain and HVAC components | Only company: Voestalpine Automotive Body Parts Inc. Role: EV body, powertrain, and thermal components | Only company: ZF Gainesville LLC Role: EV electrical distribution and interior systems | Only company: Yachiyo Manufacturing of America LLC Role: EV sensors, braking, and control systems | Only company: YKK USA Inc. Role: EV thermal management and power electronics | Only company: ZF Gainesville LLC Role: EV thermal systems and electronics | Only company: ZF Gainesville LLC Role: EV wiring harnesses and power distribution | Only company: Woodbridge Foam Corp. Role: HV and LV wiring harnesses for EVs and ICE vehicles | Only company: WIKA USA Role: High‑voltage EV connectors and electronics | Only company: Woory Industrial Co. Role: Interior and exterior plastic parts | Only company: Wabash National Corp. Role: Interior trim and textile components | Only company: Wheelabrator Group Inc. Role: Machined components supporting EV and ICE vehicles | Only company: Trenton Pressing Inc. Role: OEM corporate and engineering footprint (electrification) | Only company: Tie Down Engineering Role: OEM corporate footprint and supplier integration | Only company: Trenton Pressing Role: OEM corporate footprint influencing EV strategy | Only company: TI Fluid Systems Role: OEM parent group footprint (EV + HD electrification) | Only company: TN Americas Holding Inc. Role: OEM parent group footprint (electric truck strategy) | Only company: Toyota Industries Group (TACG-TICA) Role: Plastic components for EV and ICE vehicles | Only company: Volvo Cars USA Role: Power Electronics | Only company: GSC Steel Stamping LLC Role: Power electronics, sensors, and EV systems | Only company: Yazaki North America Role: Stamped and welded assemblies for OEMs | Only company: Vernay Role: Stamped metal components for OEMs | Only company: Volvo Group North America Role: Tier 1 automotive components | Only company: Valeo Role: Vehicle safety systems OEM (EV + ICE) → Only company: TI Fluid Systems",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Identifying single points of failure would require a comprehensive mapping of *all* EV supply chain roles (e.g., battery material processing, cell manufacturing, pack assembly, charging infrastructure deployment, rare earth mineral refining) and the companies active in each role within Georgia. It's plausible some highly specialized roles might currently be filled by only one entity, but I have no way to know which ones. The risk level would also depend on the criticality of that role to the overall supply chain.",success,,4.0378379879985005,306,116,422,2026-04-05T23:42:50+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4011722980, 'eval_duration': 3510745975}"
28,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","There are 6 Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk. • F&P Georgia Manufacturing | Role: Battery Pack | Primary OEM: Hyundai Kia • Hitachi Astemo Americas Inc. | Role: Battery Cell | Primary OEM: Hyundai Kia • Hollingsworth & Vose Co. | Role: Battery Pack | Primary OEM: Hyundai Kia • Honda Development & Manufacturing | Role: Battery Cell | Primary OEM: Hyundai Kia • Hyundai Motor Group | Role: Battery Pack | Primary OEM: Hyundai Kia • IMMI | Role: Battery Pack | Primary OEM: Hyundai Kia",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Identifying sole-sourced suppliers would require knowing the specific supply chains of each OEM manufacturing in Georgia. Generally, automakers and other industries *do* often sole-source battery cells or packs to manage costs, ensure specific performance characteristics, or for design integration – but which Georgia suppliers are in that position for which OEMs is not publicly available information. Dependency risk is highest when a single supplier is critical and has limited alternate sources.",success,,3.5728794680908322,295,102,397,2026-04-05T23:42:53+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3547794655, 'eval_duration': 3081605074}"
29,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","For Hyundai Metaplant, there are 6 Georgia-based EV component suppliers with less than 200 employees, flagging potential capacity fragility. Enchem America Inc. | Employment: 155 F&P Georgia Manufacturing | Employment: 104 Hyundai Motor Group | Employment: 164 Hyundai Transys Georgia Powertrain | Employment: 130 IMMI | Employment: 100 Racemark International LLC | Employment: 120",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Determining this would require a list of Hyundai Metaplant’s Georgia-based EV component suppliers *and* their employee counts – data not generally available publicly. It's reasonable to expect a new, large automotive plant like that would rely on a mix of supplier sizes, including some smaller companies. The number with fewer than 200 employees would indicate potential risk if those suppliers struggle to scale production alongside Hyundai.",success,,3.657098021125421,303,104,407,2026-04-05T23:42:57+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3630385770, 'eval_duration': 3144410975}"
30,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","There are 2 Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk. Duckyang | OEMs: Hyundai Kia Rivian Enchem America Inc. | OEMs: Hyundai Kia Rivian",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, Tier 2/3 suppliers providing materials to the EV battery supply chain and classified as 'General Automotive' *could* indicate misalignment risk if those materials require significant retooling or qualification for EV battery applications. This is because 'General Automotive' suggests they may not be specialized in the stringent requirements of battery production. Identifying these specifically would require knowing each supplier's exact product portfolio and customer base – data not available without the dataset. The risk is higher for suppliers of commodity materials versus those with specialized processes.",success,,4.236317520029843,308,122,430,2026-04-05T23:43:01+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4210761046, 'eval_duration': 3695528830}"
31,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,There are 11 Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base. Fouts Brothers Fire Equipment Hitachi Astemo Hwashin Hyundai & LG Energy Solution (LGES) IMS Gear Georgia Inc. JAC Products Inc. Hyundai Industrial Co. Hyundai MOBIS (Georgia) Hyundai Transys Georgia Seating Systems Inalfa Roof Systems Inc. Jefferson Southern Corp.,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, Tier 1 and Tier 2 automotive suppliers in Georgia would likely include manufacturers of parts like brakes, transmissions, interiors, and electrical systems. A diversified customer base ('Multiple OEMs') suggests these suppliers don't rely heavily on a single car manufacturer (like Ford, GM, Toyota, etc.), which is a common risk mitigation strategy. Identifying *which* Georgia companies fit this description requires specific supplier-OEM relationship data.",success,,3.649887348059565,297,104,401,2026-04-05T23:43:05+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3622159572, 'eval_duration': 3143158369}"
32,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,There are 3 Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees. Freudenberg-NOK | Employment: 160 | Role: Thermal Management Hyundai Transys Georgia Powertrain | Employment: 130 | Role: Thermal Management Peerless-Winsmith Inc. | Employment: 160 | Role: Thermal Management,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, companies involved in thermal management or power electronics – which are specialized fields – tend to be smaller, innovative firms *or* divisions within larger organizations. Identifying Georgia-based companies fitting that description and employee count would require a business directory or database. Surge production capacity would depend on existing inventory, supply chain robustness, and the ability to add shifts or outsource.",success,,3.236069490900263,302,90,392,2026-04-05T23:43:08+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3211386205, 'eval_duration': 2726318657}"
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,There are 24 Georgia‑based companies that are classified as OEM Footprint or OEM Supply Chain OEM Footprint TI Fluid Systems Tie Down Engineering TN Americas Holding Inc. Toyota Industries Group (TACG-TICA) Trenton Pressing Yazaki North America YKK USA Inc. ZF Gainesville LLC OEM Supply Chain: Trenton Pressing Inc. Valeo Vanguard National Trailer Corp. Vernay Vista Metals Corp. Voestalpine Automotive Body Parts Inc. Volvo Cars USA Volvo Group North America Wabash National Corp. Wheelabrator Group Inc. WIKA USA Woodbridge Foam Corp. Woory Industrial Co. Yachiyo Manufacturing of America LLC Yamaha Motor Manufacturing Corp. ZF Gainesville LLC,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, Georgia has automotive manufacturing, and EV production relies on both OEMs (Original Equipment Manufacturers – those assembling vehicles) and their supply chains (parts and materials). Companies fitting those classifications in Georgia would likely include vehicle assembly plants *if any exist in the state* and facilities producing components like batteries, motors, or electronics. Identifying them specifically requires a current directory of Georgia manufacturers and their roles within the EV industry – a dataset I do not have access to.",success,,3.814601011108607,290,109,399,2026-04-05T23:43:12+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3787806131, 'eval_duration': 3302600069}"
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?",Top 10 Georgia companies based on the employment size supply both General Automotive and have some EV relevance (Yes or Indirect): JTEKT North America Corp. | Employment: 860 Kautex Inc. | Employment: 800 Lark United Manufacturing Inc. | Employment: 700 Fouts Brothers Fire Equipment | Employment: 630 Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 Lund International Inc. | Employment: 500 Mack Trucks | Employment: 500 Mando America Corp. | Employment: 460 ACM Georgia LLC | Employment: 400,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Identifying the top 10 Georgia companies by employment supplying both traditional automotive and EV components would require specific business data I do not have. However, generally, large Tier 1 and Tier 2 automotive suppliers with a Georgia presence are most likely to be involved in both areas as they adapt to the EV transition. These companies often manufacture parts like chassis components, powertrain parts (transitioning to EV drivetrains), interiors, and electronics. The ranking would depend on current employment numbers which are not publicly available to me, and precise component portfolios are also proprietary.",success,,4.436823355965316,298,129,427,2026-04-05T23:43:17+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4408750703, 'eval_duration': 3921969092}"
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?","There are 5 Georgia‑based companies currently producing lithium‑ion battery materials, battery cells, or battery electrolytes: F&P Georgia Manufacturing [Tier 1/2] | Lithium-ion battery recycler & raw materials Hitachi Astemo Americas Inc. [Tier 1/2] | Battery cells for electric mobility Hollingsworth & Vose Co. [Tier 1/2] | Lithium-ion battery materials Honda Development & Manufacturing [Tier 1/2] | Battery cells IMMI [Tier 1/2] | Battery electrolyte",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

However, there has been significant recent investment in battery manufacturing within the United States, and Georgia is an attractive location due to its logistics infrastructure and incentives. Therefore, it is likely several companies are involved in some stage of the lithium-ion battery supply chain within the state, but the precise number requires specific, up-to-date industry data. This number would depend on how broadly ""producing"" is defined – it could include material refinement, component manufacturing, cell assembly, or electrolyte formulation.",success,,4.031538639916107,291,116,407,2026-04-05T23:43:21+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4005293278, 'eval_duration': 3523987703}"
