question_id,question,gold_answer,generated_answer,pipeline_name,judge_model,generation_output_path,label,accuracy_score,reason,evaluation_status,error_message,timestamp_utc
22,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains. GSC Steel Stamping LLC [Tier 2/3] Hyundai MOBIS (Georgia) [Tier 1/2] Hyundai Transys Georgia Seating Systems [Tier 1/2]","GSC Steel Stamping LLC, Tier 2/3, Power Electronics, Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*, Hyundai Kia Rivian, 350.0, Adairsville, Bartow County, Manufacturing Plant
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs, 170.0, West Point, Troup County, Manufacturing Plant
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs, 110.0, West Point, Troup County, Manufacturing Plant
Woory Industrial Co., OEM Supply Chain, High‑voltage EV connectors and electronics, Automotive connectors, terminals, sensors, and power/data components, , 87000.0, Dublin, Laurens County, Manufacturing / Engineering
Yazaki North America, OEM Footprint, Power electronics, sensors, and EV systems, , 230000.0, Spalding County, Engineering / Operations
ZF Gainesville LLC, OEM Supply Chain, EV thermal management and power electronics, Automotive supplier footprint (electrification, thermal, powertrain, ADAS components), , 17500.0, Gainesville, Hall County, Manufacturing
Morgan Corp., Tier 1, Charging Infrastructure, Engine components, turbochargers, exhaust parts and other automotive parts, Multiple OEMs, 320.0, Rabun County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities and mappings, but it is incomplete and includes extraneous information.",success,,2026-04-06T04:29:28+00:00
23,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?",There is only 1 Georgia company that provides Powder coating-related products/services: Archer Aviation Inc. [Tier 2/3] | Produces: Powder coatings for automotive and other industries,"Archer Aviation Inc., Tier 2/3, General Automotive, Powder coatings for automotive and other industries, Multiple OEMs, 200.0, Covington, Morgan County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer includes the correct company (Archer Aviation Inc.) and tier classification, but also includes extra metadata such as location, OEMs, employment, and facility fields that are not present in the gold answer.",success,,2026-04-06T04:29:33+00:00
24,"Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.","There are 6 Georgia companies manufacturing battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement. F&P Georgia Manufacturing | OEMs: Hyundai Kia Hitachi Astemo Americas Inc. | OEMs: Hyundai Kia Hollingsworth & Vose Co. | OEMs: Hyundai Kia Honda Development & Manufacturing | OEMs: Hyundai Kia Hyundai Motor Group | OEMs: Hyundai Kia IMMI | OEMs: Hyundai Kia","F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104.0, Rome, Floyd County, Manufacturing Plant
Hitachi Astemo Americas Inc., Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia, 723.0, Shorter, Harris County, Manufacturing Plant
Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400.0, Hawkinsville, Pulaski County, Manufacturing Plant
Honda Development & Manufacturing, Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia, 400.0, Tallapoosa, Cherokee County, Manufacturing Plant
Hyundai Motor Group, Tier 1/2, Battery Pack, Battery parts for electric vehicles, Hyundai Kia, 164.0, Ellabell, Bryan County, Manufacturing Plant
IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100.0, Dublin, Laurens County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,All core entities and mappings match the gold answer.,success,,2026-04-06T04:29:36+00:00
25,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms. Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 ACM Georgia LLC | Employment: 400 Dongwon Autopart Technology Georgia LLC | Employment: 315 FOX Factory | Employment: 345 AVS | Employment: 310 Flambeau Inc. | Employment: 700 Grudem | Employment: 807,"ACM Georgia LLC, Tier 2/3, General Automotive, Automotive floor mats made of purchased wire, Multiple OEMs
Arising Industries Inc., Tier 2/3, General Automotive, Automotive and aircraft tires, Multiple OEMs
Ascend Elements, Tier 2/3, Materials, Interior and exterior plastic parts, Multiple OEMs
Aspen Aerogels, Tier 2/3, Materials, Gaskets, plastic precision moldings, oil seals and valve steam seals, Multiple OEMs
Aurubis, Tier 2/3, Materials, Automotive interior plastic parts, door trim, Multiple OEMs
AVS, Tier 2/3, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Beaver Manufacturing Co. Inc., Tier 2/3, Materials, Plastic valves, Multiple OEMs
Dinex Emissions Inc., Tier 2/3, General Automotive, Aluminum sheet for automotive bodies, Multiple OEMs
Dongwon Autopart Technology Georgia LLC, Tier 2/3, General Automotive, Aluminum extrusions, Multiple OEMs
Dorsett Industries Inc., Tier 2/3, General Automotive, Aluminum extrusions, Multiple OEMs
Down 2 Earth Trailers, Tier 2/3, General Automotive, Standard and custom aluminum-lithium products for automotive customers, Multiple OEMs
Flambeau Inc., Tier 2/3, General Automotive, Door locks, ignition locks, side mirrors and door handles, Multiple OEMs
FOX Factory, Tier 2/3, General Automotive, Chrome plated automotive parts, Multiple OEMs
Grudem, Tier 2/3, General Automotive, Sensors for mobile hydraulic applications, Multiple OEMs
GSC Steel Stamping LLC, Tier 2/3, Power Electronics, Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*, Hyundai Kia Rivian
SungEel Recycling Park Georgia, Tier 2/3, Materials, Various fasteners for automotive seating and interior Fasteners, zippers, hook & loop, pull straps, ISO-marker buttons, seat belt buttons, plastic hardware, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some of the required entities and mappings, but it is incomplete and includes extra information that is not present in the gold answer.",success,,2026-04-06T04:29:40+00:00
26,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,There are 2 Georgia Tier 2/3 companies in Chemicals and Allied Products industry group. Archer Aviation Inc. | Product: Powder coatings for automotive and other industries Arising Industries Inc. | Product: Rubber powders for tires,"ACM Georgia LLC, Tier 2/3, General Automotive, Automotive floor mats made of purchased wire, Multiple OEMs
Ajin Georgia, Tier 2/3, General Automotive, Automobile floor coverings, Multiple OEMs
ADVICS Manufacturing Georgia LLC, Tier 2/3, General Automotive, Air bags, tire cording, performance related products, Multiple OEMs
Arising Industries Inc., Tier 2/3, Chemicals and Allied Products, Rubber powders for tires, Multiple OEMs
Archer Aviation Inc., Tier 2/3, Chemicals and Allied Products, Powder coatings for automotive and other industries, Multiple OEMs
DAEHAN Solution Georgia LLC, Tier 2/3, Rubber and Miscellaneous Plastic Products, Chemically treated industrial yarns Rubber compounds for tires, mining conveyor belts, automotive floor mats, and windshield wiper blades, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer lists all required entities and mappings from the gold answer, but it also includes additional companies that are not in the gold answer. The count of Tier 2/3 companies is incorrect.",success,,2026-04-06T04:29:45+00:00
27,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","There are 28 Supply Chain Roles in Georgia served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem Role: Advanced electrical architecture for EVs | Only company: Yamaha Motor Manufacturing Corp. Role: Body and chassis components for EV and ICE OEMs | Only company: Vanguard National Trailer Corp. Role: Charging Infrastructure | Only company: Morgan Corp. Role: EV and ICE component manufacturing | Only company: Vista Metals Corp. Role: EV and ICE powertrain and HVAC components | Only company: Voestalpine Automotive Body Parts Inc. Role: EV body, powertrain, and thermal components | Only company: ZF Gainesville LLC Role: EV electrical distribution and interior systems | Only company: Yachiyo Manufacturing of America LLC Role: EV sensors, braking, and control systems | Only company: YKK USA Inc. Role: EV thermal management and power electronics | Only company: ZF Gainesville LLC Role: EV thermal systems and electronics | Only company: ZF Gainesville LLC Role: EV wiring harnesses and power distribution | Only company: Woodbridge Foam Corp. Role: HV and LV wiring harnesses for EVs and ICE vehicles | Only company: WIKA USA Role: High‑voltage EV connectors and electronics | Only company: Woory Industrial Co. Role: Interior and exterior plastic parts | Only company: Wabash National Corp. Role: Interior trim and textile components | Only company: Wheelabrator Group Inc. Role: Machined components supporting EV and ICE vehicles | Only company: Trenton Pressing Inc. Role: OEM corporate and engineering footprint (electrification) | Only company: Tie Down Engineering Role: OEM corporate footprint and supplier integration | Only company: Trenton Pressing Role: OEM corporate footprint influencing EV strategy | Only company: TI Fluid Systems Role: OEM parent group footprint (EV + HD electrification) | Only company: TN Americas Holding Inc. Role: OEM parent group footprint (electric truck strategy) | Only company: Toyota Industries Group (TACG-TICA) Role: Plastic components for EV and ICE vehicles | Only company: Volvo Cars USA Role: Power Electronics | Only company: GSC Steel Stamping LLC Role: Power electronics, sensors, and EV systems | Only company: Yazaki North America Role: Stamped and welded assemblies for OEMs | Only company: Vernay Role: Stamped metal components for OEMs | Only company: Volvo Group North America Role: Tier 1 automotive components | Only company: Valeo Role: Vehicle safety systems OEM (EV + ICE) → Only company: TI Fluid Systems","Advanced electrical architecture for EVs | Yamaha Motor Manufacturing Corp.
Body and chassis components for EV and ICE OEMs | Vanguard National Trailer Corp.
Charging Infrastructure | Morgan Corp.
EV and ICE component manufacturing | Vista Metals Corp.
EV and ICE powertrain and HVAC components | Voestalpine Automotive Body Parts Inc.
EV body, powertrain, and thermal components | ZF Gainesville LLC
EV electrical distribution and interior systems | Yachiyo Manufacturing of America LLC
EV sensors, braking, and control systems | YKK USA Inc.
EV thermal management and power electronics | ZF Gainesville LLC
EV thermal systems and electronics | ZF Gainesville LLC
EV wiring harnesses and power distribution | Woodbridge Foam Corp.
High‑voltage EV connectors and electronics | Woory Industrial Co.
HV and LV wiring harnesses for EVs and ICE vehicles | WIKA USA
Interior and exterior plastic parts | Wabash National Corp.
Interior trim and textile components | Wheelabrator Group Inc.
Machined components supporting EV and ICE vehicles | Trenton Pressing Inc.
OEM corporate and engineering footprint (electrification) | Tie Down Engineering
OEM corporate footprint and supplier integration | Trenton Pressing
OEM corporate footprint influencing EV strategy | TI Fluid Systems
OEM parent group footprint (electric truck strategy) | Toyota Industries Group (TACG-TICA)
OEM parent group footprint (EV + HD electrification) | TN Americas Holding Inc.
Plastic components for EV and ICE vehicles | Volvo Cars USA
Power Electronics | GSC Steel Stamping LLC
Power electronics, sensors, and EV systems | Yazaki North America
Stamped and welded assemblies for OEMs | Vernay
Stamped metal components for OEMs | Volvo Group North America
Tier 1 automotive components | Valeo
Vehicle safety systems OEM (EV + ICE) | TI Fluid Systems",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,The model-generated answer contains all required gold entities and mappings with exact counts and locations matching the gold answer.,success,,2026-04-06T04:29:48+00:00
28,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","There are 6 Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk. • F&P Georgia Manufacturing | Role: Battery Pack | Primary OEM: Hyundai Kia • Hitachi Astemo Americas Inc. | Role: Battery Cell | Primary OEM: Hyundai Kia • Hollingsworth & Vose Co. | Role: Battery Pack | Primary OEM: Hyundai Kia • Honda Development & Manufacturing | Role: Battery Cell | Primary OEM: Hyundai Kia • Hyundai Motor Group | Role: Battery Pack | Primary OEM: Hyundai Kia • IMMI | Role: Battery Pack | Primary OEM: Hyundai Kia","F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104.0, Rome, Floyd County, Manufacturing Plant
Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400.0, Hawkinsville, Pulaski County, Manufacturing Plant
Hyundai Motor Group, Tier 1/2, Battery Pack, Battery parts for electric vehicles, Hyundai Kia, 164.0, Ellabell, Bryan County, Manufacturing Plant
IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100.0, Dublin, Laurens County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some of the correct entities and mappings, but it is incomplete and lacks the exact count of suppliers.",success,,2026-04-06T04:29:51+00:00
29,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","For Hyundai Metaplant, there are 6 Georgia-based EV component suppliers with less than 200 employees, flagging potential capacity fragility. Enchem America Inc. | Employment: 155 F&P Georgia Manufacturing | Employment: 104 Hyundai Motor Group | Employment: 164 Hyundai Transys Georgia Powertrain | Employment: 130 IMMI | Employment: 100 Racemark International LLC | Employment: 120","Hyundai Transys Georgia Powertrain, 130
Hyundai MOBIS (Georgia), 170
Hyundai Transys Georgia Seating Systems, 110
F&P Georgia Manufacturing, 104
Enchem America Inc., 155
Racemark International LLC, 120",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some of the correct entities (Hyundai Transys Georgia Powertrain, F&P Georgia Manufacturing, Enchem America Inc., Racemark International LLC) but misses others (IMMI) and has incorrect employment counts for Hyundai MOBIS (Georgia).",success,,2026-04-06T04:29:56+00:00
30,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","There are 2 Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk. Duckyang | OEMs: Hyundai Kia Rivian Enchem America Inc. | OEMs: Hyundai Kia Rivian",Not found in provided context.,gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,incorrect,0.0,"The model-generated answer does not provide any information about Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies.",success,,2026-04-06T04:30:00+00:00
31,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,There are 11 Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base. Fouts Brothers Fire Equipment Hitachi Astemo Hwashin Hyundai & LG Energy Solution (LGES) IMS Gear Georgia Inc. JAC Products Inc. Hyundai Industrial Co. Hyundai MOBIS (Georgia) Hyundai Transys Georgia Seating Systems Inalfa Roof Systems Inc. Jefferson Southern Corp.,"Fouts Brothers Fire Equipment, Tier 1/2, General Automotive, Automotive body parts and electronics Cylinder-head and specialty gaskets, housing modules and shielding systems for engines, transmissions, exhaust systems and auxiliary units, Multiple OEMs
Hitachi Astemo, Tier 1/2, General Automotive, Car audio systems, Multiple OEMs
Hwashin, Tier 1/2, General Automotive, Modules and storage systems, Multiple OEMs
Hyundai & LG Energy Solution (LGES), Tier 1/2, General Automotive, Storage batteries, Multiple OEMs
Hyundai Industrial Co., Tier 1/2, General Automotive, Automotive batteries, Multiple OEMs
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs
IMS Gear Georgia Inc., Tier 1/2, General Automotive, Car audio systems, Multiple OEMs
Inalfa Roof Systems Inc., Tier 1/2, General Automotive, Automotive electronic safety systems, Multiple OEMs
JAC Products Inc., Tier 1/2, General Automotive, Switches, resistors and related products, Multiple OEMs
Jefferson Southern Corp., Tier 1/2, General Automotive, High current switches and resistors for automotive HVAC systems, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,All core entities and mappings match the gold answer.,success,,2026-04-06T04:30:03+00:00
32,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,There are 3 Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees. Freudenberg-NOK | Employment: 160 | Role: Thermal Management Hyundai Transys Georgia Powertrain | Employment: 130 | Role: Thermal Management Peerless-Winsmith Inc. | Employment: 160 | Role: Thermal Management,"Freudenberg-NOK, Tier 2/3, Thermal Management, Stamped blanks Flexible metal hoses for exhaust systems, thermal compensators, among other automotive, Multiple OEMs, 160.0, LaGrange, Troup County, Manufacturing Plant
Hyundai Transys Georgia Powertrain, Tier 1/2, Thermal Management, Electrical heaters, control units, and actuators, Hyundai Kia Rivian, 130.0, West Point, Troup County, Manufacturing Plant
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs, 110.0, West Point, Troup County, Manufacturing Plant
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs, 170.0, West Point, Troup County, Manufacturing Plant
Peerless-Winsmith Inc., Tier 1, Thermal Management, Thermal solutions, Multiple OEMs, 160.0, Flowery Branch, Hall County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities and mappings, but it also includes extraneous information (tier, OEM, employment, location, facility fields) and omits the exact count of companies with fewer than 200 employees.",success,,2026-04-06T04:30:06+00:00
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,There are 24 Georgia‑based companies that are classified as OEM Footprint or OEM Supply Chain OEM Footprint TI Fluid Systems Tie Down Engineering TN Americas Holding Inc. Toyota Industries Group (TACG-TICA) Trenton Pressing Yazaki North America YKK USA Inc. ZF Gainesville LLC OEM Supply Chain: Trenton Pressing Inc. Valeo Vanguard National Trailer Corp. Vernay Vista Metals Corp. Voestalpine Automotive Body Parts Inc. Volvo Cars USA Volvo Group North America Wabash National Corp. Wheelabrator Group Inc. WIKA USA Woodbridge Foam Corp. Woory Industrial Co. Yachiyo Manufacturing of America LLC Yamaha Motor Manufacturing Corp. ZF Gainesville LLC,"Trenton Pressing Inc., OEM Supply Chain, Machined components supporting EV and ICE vehicles, Precision-machined powertrain components (engine/transmission/drivetrain parts),
Valeo, OEM Supply Chain, Tier 1 automotive components, Automotive body/stamped metal assemblies (Kia/Hyundai supply chain),
Vanguard National Trailer Corp., OEM Supply Chain, Body and chassis components for EV and ICE OEMs, Stamped metal components and automotive body assemblies,
Vernay, OEM Supply Chain, Stamped and welded assemblies for OEMs, Automotive metal stamping & body parts manufacturing (Hyundai/Kia supplier),
Vista Metals Corp., OEM Supply Chain, EV and ICE component manufacturing, Automotive modules/powertrain components; parts supply,
Voestalpine Automotive Body Parts Inc., OEM Supply Chain, EV and ICE powertrain and HVAC components, Automotive components manufacturing group (compressors/automotive parts),
Volvo Cars USA, OEM Supply Chain, Plastic components for EV and ICE vehicles, Automotive plastic parts manufacturing (interior/exterior components),
Volvo Group North America, OEM Supply Chain, Stamped metal components for OEMs, Metal stamping/pressing for automotive components,
Wabash National Corp., OEM Supply Chain, Interior and exterior plastic parts, Automotive parts contract manufacturing (assemblies/components),
Wheelabrator Group Inc., OEM Supply Chain, Interior trim and textile components, Metal stamping & fabrication for automotive/industrial components,
WIKA USA, OEM Supply Chain, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors,
Woodbridge Foam Corp., OEM Supply Chain, EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems,
Woory Industrial Co., OEM Supply Chain, High‑voltage EV connectors and electronics, Automotive connectors, terminals, sensors, and power/data components,
Yachiyo Manufacturing of America LLC, OEM Supply Chain, EV electrical distribution and interior systems, Automotive seating and E-Systems (electrical distribution),
Yamaha Motor Manufacturing Corp., OEM Supply Chain, Advanced electrical architecture for EVs, Automotive electrical architecture, connectivity, and advanced safety components,
ZF Gainesville LLC, OEM Supply Chain, EV body, powertrain, and thermal components, Contract manufacturing & automotive systems (body, chassis, powertrain, e-drive)",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains most of the required entities and mappings, but is missing some details such as the exact count of companies (24) and lacks a clear narrative preamble.",success,,2026-04-06T04:30:10+00:00
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?",Top 10 Georgia companies based on the employment size supply both General Automotive and have some EV relevance (Yes or Indirect): JTEKT North America Corp. | Employment: 860 Kautex Inc. | Employment: 800 Lark United Manufacturing Inc. | Employment: 700 Fouts Brothers Fire Equipment | Employment: 630 Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 Lund International Inc. | Employment: 500 Mack Trucks | Employment: 500 Mando America Corp. | Employment: 460 ACM Georgia LLC | Employment: 400,"WIKA USA, 250000.0, HV and LV wiring harnesses for EVs and ICE vehicles, OEM Supply Chain, Gwinnett County
Yazaki North America, 230000.0, Power electronics, sensors, and EV systems, OEM Footprint,
YKK USA Inc., 190159.0, EV sensors, braking, and control systems, OEM Footprint, Cobb County
Yamaha Motor Manufacturing Corp., 190000.0, Advanced electrical architecture for EVs, OEM Supply Chain, Coweta County
Yachiyo Manufacturing of America LLC, 173700.0, EV electrical distribution and interior systems, OEM Supply Chain, Carroll County
ZF Gainesville LLC, 170000.0, EV body, powertrain, and thermal components, OEM Supply Chain, Hall County
Woory Industrial Co., 87000.0, High‑voltage EV connectors and electronics, OEM Supply Chain, Laurens County
TN Americas Holding Inc., 19600.0, OEM parent group footprint (EV + HD electrification), OEM (Footprint), Forsyth County
TI Fluid Systems, 19600.0, OEM corporate footprint influencing EV strategy, OEM (Footprint), Bartow County
Toyota Industries Group (TACG-TICA), 18100.0, OEM parent group footprint (electric truck strategy), OEM (Footprint), Jackson County",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities and mappings, but it is incomplete and does not provide the exact top 10 companies based on employment size that supply both General Automotive and EV-specific components.",success,,2026-04-06T04:30:14+00:00
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes?","There are 5 Georgia‑based companies currently producing lithium‑ion battery materials, battery cells, or battery electrolytes: F&P Georgia Manufacturing [Tier 1/2] | Lithium-ion battery recycler & raw materials Hitachi Astemo Americas Inc. [Tier 1/2] | Battery cells for electric mobility Hollingsworth & Vose Co. [Tier 1/2] | Lithium-ion battery materials Honda Development & Manufacturing [Tier 1/2] | Battery cells IMMI [Tier 1/2] | Battery electrolyte","5
F&P Georgia Manufacturing | Tier 1/2 | Lithium-ion battery recycler and raw materials provider
Hitachi Astemo Americas Inc. | Tier 1/2 | Battery cells for electric mobility
Hollingsworth & Vose Co. | Tier 1/2 | Lithium-ion battery materials
Honda Development & Manufacturing | Tier 1/2 | Battery cells for electric mobility
IMMI | Tier 1/2 | Battery electrolyte",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,"The model-generated answer matches the gold answer in terms of core entities (5 companies), mappings (company names and descriptions), counts, top items, and locations.",success,,2026-04-06T04:30:18+00:00
36,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?,"There are 7 Tier 2/3 companies producing lightweight aluminum or composite materials and are growing their EV-specific customer base Bridgestone Bandag | Product: Composite materials and specialty polymers for automotive components | EV Relevant: Indirect Dinex Emissions Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Down 2 Earth Trailers | Product: Standard and custom aluminum-lithium products for automotive customers | EV Relevant: Indirect Eaton Corp. | Product: Aluminum products for various markets including automotive market | EV Relevant: Indirect Ecoplastic America Corporation | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Erdrich USA Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect Global Powertrain Systems LLC | Product: Motor vehicle brake systems and parts Fabricates metal products, including coate | EV Relevant: Indirect",Not found in provided context.,gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,incorrect,0.0,The model-generated answer does not provide any information about Georgia Tier 2/3 suppliers currently producing lightweight aluminum or composite materials and growing their EV-specific customer base.,success,,2026-04-06T04:30:22+00:00
37,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.","There is only 1 Georgia company with 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' product signals. GSC Steel Stamping LLC | Product: DC-to-DC converters","Woory Industrial Co., OEM Supply Chain, High‑voltage EV connectors and electronics, Automotive connectors, terminals, sensors, and power/data components, , 87000.0, Dublin, Laurens County, Manufacturing / Engineering
Yazaki North America, OEM Footprint, Power electronics, sensors, and EV systems, Automotive supplier division (mobility solutions: ADAS, powertrain, electronics), , 230000.0, Spalding County, Engineering / Operations
ZF Gainesville LLC, OEM Supply Chain, EV thermal management and power electronics, Automotive supplier footprint (electrification, thermal, powertrain, ADAS components), , 17500.0, Gainesville, Hall County, Manufacturing
GSC Steel Stamping LLC, Tier 2/3, Power Electronics, Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*, Hyundai Kia Rivian, 350.0, Adairsville, Bartow County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities (Woory Industrial Co., Yazaki North America, ZF Gainesville LLC) but also includes incorrect or unrelated information (GSC Steel Stamping LLC's product description does not match the gold answer).",success,,2026-04-06T04:30:26+00:00
